dam,date,precipitation_sum,temperature_2m_mean,temperature_2m_max,relative_humidity_2m_mean,et0_fao_evapotranspiration,source,n_points
Magat,2024-02-09,1.2,23.9,27.6,82.0,3.72,archive,
Magat,2024-02-10,0.0,23.3,26.6,77.0,4.03,archive,
Magat,2024-02-11,4.8,22.0,25.4,79.0,3.4,archive,
Magat,2024-02-12,4.1,20.5,23.4,84.0,2.42,archive,
Magat,2024-02-13,1.0,22.1,25.8,79.0,2.9,archive,
Magat,2024-02-14,1.7,23.7,26.7,83.0,3.1,archive,
Magat,2024-02-15,0.2,24.4,29.2,83.0,4.0,archive,
Magat,2024-02-16,0.5,24.4,27.9,80.0,3.58,archive,
Magat,2024-02-17,0.0,24.2,28.1,76.0,3.86,archive,
Magat,2024-02-18,0.1,24.2,29.1,79.0,4.27,archive,
Magat,2024-02-19,0.0,24.8,29.6,78.0,4.47,archive,
Magat,2024-02-20,0.0,24.4,29.4,77.0,4.7,archive,
Magat,2024-02-21,0.0,24.4,29.3,77.0,4.51,archive,
Magat,2024-02-22,0.0,25.0,30.2,78.0,4.53,archive,
Magat,2024-02-23,0.6,25.1,29.6,82.0,4.08,archive,
Magat,2024-02-24,1.3,25.2,30.0,76.0,4.11,archive,
Magat,2024-02-25,3.1,24.9,28.9,82.0,3.3,archive,
Magat,2024-02-26,2.0,24.1,27.9,79.0,3.74,archive,
Magat,2024-02-27,1.2,23.4,27.0,78.0,3.89,archive,
Magat,2024-02-28,0.5,23.2,26.8,79.0,3.6,archive,
Magat,2024-02-29,0.1,24.1,28.6,76.0,4.14,archive,
Magat,2024-03-01,0.0,24.9,29.6,76.0,4.21,archive,
Magat,2024-03-02,3.1,23.8,27.1,82.0,3.57,archive,
Magat,2024-03-03,4.5,23.8,27.7,84.0,3.36,archive,
Magat,2024-03-04,0.2,24.6,29.0,81.0,3.48,archive,
Magat,2024-03-05,0.0,25.7,31.7,81.0,4.21,archive,
Magat,2024-03-06,0.0,25.9,31.0,80.0,4.4,archive,
Magat,2024-03-07,1.1,25.6,29.3,80.0,4.23,archive,
Magat,2024-03-08,6.2,23.5,27.1,86.0,3.06,archive,
Magat,2024-03-09,10.1,22.7,25.8,85.0,2.26,archive,
Magat,2024-03-10,5.1,23.1,27.0,81.0,3.69,archive,
Magat,2024-03-11,0.1,24.4,29.4,78.0,4.09,archive,
Magat,2024-03-12,4.1,24.7,29.3,83.0,4.09,archive,
Magat,2024-03-13,13.5,22.5,24.1,85.0,1.6,archive,
Magat,2024-03-14,0.3,24.1,28.7,77.0,3.91,archive,
Magat,2024-03-15,1.6,24.6,29.1,79.0,4.28,archive,
Magat,2024-03-16,2.3,24.7,29.0,82.0,4.13,archive,
Magat,2024-03-17,0.7,25.1,29.2,80.0,4.53,archive,
Magat,2024-03-18,0.8,24.8,29.3,79.0,4.64,archive,
Magat,2024-03-19,0.2,24.7,29.9,76.0,5.16,archive,
Magat,2024-03-20,6.7,23.7,26.7,81.0,3.79,archive,
Magat,2024-03-21,1.4,22.8,26.2,79.0,3.47,archive,
Magat,2024-03-22,0.0,24.4,29.4,76.0,4.5,archive,
Magat,2024-03-23,1.9,24.2,28.4,87.0,3.39,archive,
Magat,2024-03-24,0.0,25.7,30.7,79.0,5.07,archive,
Magat,2024-03-25,0.0,26.1,30.8,78.0,5.12,archive,
Magat,2024-03-26,1.2,26.4,31.4,77.0,4.88,archive,
Magat,2024-03-27,22.7,25.6,28.2,88.0,2.69,archive,
Magat,2024-03-28,12.7,26.5,31.5,83.0,4.25,archive,
Magat,2024-03-29,1.9,26.8,30.8,82.0,4.15,archive,
Magat,2024-03-30,0.3,28.0,32.1,78.0,4.99,archive,
Magat,2024-03-31,0.0,27.1,32.5,77.0,5.38,archive,
Magat,2024-04-01,0.0,27.1,32.3,73.0,5.16,archive,
Magat,2024-04-02,0.0,26.4,31.8,73.0,5.48,archive,
Magat,2024-04-03,0.0,26.1,31.6,75.0,5.37,archive,
Magat,2024-04-04,0.0,27.1,32.4,75.0,5.37,archive,
Magat,2024-04-05,0.0,27.4,32.9,70.0,5.57,archive,
Magat,2024-04-06,0.0,27.2,32.2,74.0,4.67,archive,
Magat,2024-04-07,0.0,27.8,34.0,71.0,5.63,archive,
Magat,2024-04-08,0.0,27.8,33.5,73.0,5.44,archive,
Magat,2024-04-09,0.5,28.3,33.2,72.0,5.31,archive,
Magat,2024-04-10,13.0,26.8,31.9,77.0,4.82,archive,
Magat,2024-04-11,3.0,27.2,31.8,76.0,5.16,archive,
Magat,2024-04-12,0.3,27.7,32.3,71.0,5.34,archive,
Magat,2024-04-13,0.0,27.5,33.1,71.0,5.68,archive,
Magat,2024-04-14,0.0,27.7,33.4,70.0,5.71,archive,
Magat,2024-04-15,0.0,28.7,34.7,65.0,5.8,archive,
Magat,2024-04-16,0.0,28.6,34.1,74.0,5.38,archive,
Magat,2024-04-17,0.0,28.4,34.4,71.0,5.77,archive,
Magat,2024-04-18,0.0,28.8,33.8,69.0,5.57,archive,
Magat,2024-04-19,0.0,28.6,34.3,65.0,5.81,archive,
Magat,2024-04-20,0.0,28.6,34.2,61.0,6.01,archive,
Magat,2024-04-21,0.0,27.4,33.6,68.0,5.92,archive,
Magat,2024-04-22,0.0,27.6,34.4,71.0,6.03,archive,
Magat,2024-04-23,1.5,29.1,35.2,68.0,5.84,archive,
Magat,2024-04-24,7.5,28.0,34.8,77.0,5.01,archive,
Magat,2024-04-25,1.0,28.7,35.0,75.0,5.43,archive,
Magat,2024-04-26,0.8,28.9,35.1,73.0,5.64,archive,
Magat,2024-04-27,0.0,29.6,36.0,67.0,5.99,archive,
Magat,2024-04-28,0.4,29.3,36.0,73.0,5.62,archive,
Magat,2024-04-29,0.0,29.5,35.3,72.0,5.5,archive,
Magat,2024-04-30,0.0,29.9,35.5,66.0,5.89,archive,
Magat,2024-05-01,3.3,29.0,35.9,69.0,6.01,archive,
Magat,2024-05-02,0.2,29.2,34.6,67.0,5.87,archive,
Magat,2024-05-03,0.0,29.4,35.0,64.0,6.11,archive,
Magat,2024-05-04,0.0,29.4,35.0,66.0,6.28,archive,
Magat,2024-05-05,0.0,29.8,35.8,62.0,6.44,archive,
Magat,2024-05-06,0.3,30.1,35.8,64.0,6.27,archive,
Magat,2024-05-07,0.6,29.6,35.4,62.0,6.19,archive,
Magat,2024-05-08,2.1,29.2,35.4,65.0,6.15,archive,
Magat,2024-05-09,16.8,26.7,32.6,79.0,4.92,archive,
Magat,2024-05-10,7.4,26.9,31.0,80.0,4.28,archive,
Magat,2024-05-11,14.3,26.5,29.8,83.0,3.05,archive,
Magat,2024-05-12,0.1,28.5,33.4,75.0,5.57,archive,
Magat,2024-05-13,6.0,28.4,34.4,78.0,5.34,archive,
Magat,2024-05-14,22.6,26.8,30.5,85.0,3.93,archive,
Magat,2024-05-15,19.2,27.1,31.2,84.0,4.22,archive,
Magat,2024-05-16,16.2,25.8,30.3,88.0,3.72,archive,
Magat,2024-05-17,8.1,26.2,31.0,86.0,4.09,archive,
Magat,2024-05-18,8.4,26.8,31.3,83.0,4.12,archive,
Magat,2024-05-19,12.4,26.5,29.6,88.0,3.15,archive,
Magat,2024-05-20,19.6,26.7,31.6,85.0,4.39,archive,
Magat,2024-05-21,2.4,27.2,31.7,82.0,4.96,archive,
Magat,2024-05-22,5.9,27.8,32.4,82.0,5.09,archive,
Magat,2024-05-23,0.2,28.9,33.1,75.0,5.63,archive,
Magat,2024-05-24,4.3,28.0,31.1,82.0,4.28,archive,
Magat,2024-05-25,1.9,28.2,32.2,81.0,4.64,archive,
Magat,2024-05-26,12.9,26.2,28.0,89.0,2.63,archive,
Magat,2024-05-27,15.4,27.2,31.4,86.0,4.17,archive,
Magat,2024-05-28,5.8,27.3,31.6,84.0,3.76,archive,
Magat,2024-05-29,24.4,27.7,32.2,85.0,4.44,archive,
Magat,2024-05-30,3.1,28.0,31.5,84.0,4.43,archive,
Magat,2024-05-31,0.0,28.9,32.0,78.0,3.93,archive,
Magat,2024-06-01,0.3,28.8,32.9,79.0,5.27,archive,
Magat,2024-06-02,17.6,28.0,33.5,84.0,4.79,archive,
Magat,2024-06-03,4.5,28.4,33.3,83.0,5.3,archive,
Magat,2024-06-04,24.1,26.8,30.0,88.0,3.07,archive,
Magat,2024-06-05,28.7,26.1,29.7,89.0,3.34,archive,
Magat,2024-06-06,29.3,26.3,30.7,86.0,4.34,archive,
Magat,2024-06-07,14.5,26.2,30.7,87.0,4.31,archive,
Magat,2024-06-08,15.7,26.3,30.5,89.0,3.65,archive,
Magat,2024-06-09,12.6,27.1,31.4,86.0,4.46,archive,
Magat,2024-06-10,1.2,26.9,31.6,85.0,4.41,archive,
Magat,2024-06-11,7.7,27.5,32.1,85.0,5.16,archive,
Magat,2024-06-12,13.6,28.1,33.4,83.0,5.12,archive,
Magat,2024-06-13,5.8,27.6,32.9,85.0,5.27,archive,
Magat,2024-06-14,8.3,27.8,32.9,84.0,5.34,archive,
Magat,2024-06-15,8.5,27.7,32.3,83.0,5.34,archive,
Magat,2024-06-16,13.3,27.2,32.2,84.0,4.72,archive,
Magat,2024-06-17,2.6,26.9,31.1,85.0,4.45,archive,
Magat,2024-06-18,21.3,27.2,31.9,85.0,4.72,archive,
Magat,2024-06-19,18.2,26.7,31.1,86.0,4.62,archive,
Magat,2024-06-20,2.9,27.5,32.0,83.0,5.09,archive,
Magat,2024-06-21,2.4,28.2,32.0,80.0,4.9,archive,
Magat,2024-06-22,2.2,28.3,32.7,79.0,5.4,archive,
Magat,2024-06-23,7.7,27.3,32.4,83.0,5.09,archive,
Magat,2024-06-24,13.1,26.6,32.2,85.0,5.04,archive,
Magat,2024-06-25,1.5,27.2,31.0,84.0,4.51,archive,
Magat,2024-06-26,22.9,26.4,28.2,89.0,2.61,archive,
Magat,2024-06-27,9.1,26.8,31.1,85.0,4.5,archive,
Magat,2024-06-28,3.1,27.7,31.7,82.0,4.92,archive,
Magat,2024-06-29,0.8,27.9,32.4,82.0,5.18,archive,
Magat,2024-06-30,14.4,27.1,32.9,84.0,5.11,archive,
Magat,2024-07-01,4.9,27.1,32.0,83.0,5.34,archive,
Magat,2024-07-02,6.1,26.5,30.4,86.0,4.11,archive,
Magat,2024-07-03,1.1,27.8,30.7,82.0,4.43,archive,
Magat,2024-07-04,2.5,27.3,30.9,85.0,3.91,archive,
Magat,2024-07-05,4.4,26.6,30.0,86.0,4.02,archive,
Magat,2024-07-06,13.0,26.8,31.3,84.0,4.92,archive,
Magat,2024-07-07,4.4,26.7,29.5,84.0,3.56,archive,
Magat,2024-07-08,15.1,26.9,31.5,83.0,4.72,archive,
Magat,2024-07-09,9.8,26.5,31.1,87.0,4.47,archive,
Magat,2024-07-10,2.9,27.2,31.5,84.0,4.84,archive,
Magat,2024-07-11,10.8,27.5,32.2,80.0,5.38,archive,
Magat,2024-07-12,13.9,26.8,31.8,82.0,5.06,archive,
Magat,2024-07-13,8.0,26.7,31.3,85.0,4.79,archive,
Magat,2024-07-14,21.3,26.7,29.8,84.0,3.75,archive,
Magat,2024-07-15,13.0,26.6,30.9,86.0,4.57,archive,
Magat,2024-07-16,4.8,27.4,30.6,80.0,4.6,archive,
Magat,2024-07-17,18.5,26.8,30.1,86.0,3.08,archive,
Magat,2024-07-18,4.3,27.2,30.8,86.0,4.39,archive,
Magat,2024-07-19,6.4,27.2,30.9,83.0,4.5,archive,
Magat,2024-07-20,17.9,27.2,32.0,86.0,4.9,archive,
Magat,2024-07-21,17.9,26.3,28.7,90.0,2.33,archive,
Magat,2024-07-22,14.4,26.1,29.2,88.0,1.96,archive,
Magat,2024-07-23,24.5,25.7,26.6,87.0,1.16,archive,
Magat,2024-07-24,24.1,26.2,29.3,86.0,2.63,archive,
Magat,2024-07-25,0.1,27.6,31.1,78.0,4.47,archive,
Magat,2024-07-26,0.0,28.2,31.5,74.0,5.17,archive,
Magat,2024-07-27,6.2,27.0,31.1,82.0,4.17,archive,
Magat,2024-07-28,27.4,25.9,29.9,90.0,4.07,archive,
Magat,2024-07-29,19.7,26.4,30.7,86.0,4.06,archive,
Magat,2024-07-30,22.1,26.3,30.7,86.0,4.28,archive,
Magat,2024-07-31,13.5,26.3,30.4,87.0,4.3,archive,
Magat,2024-08-01,7.0,26.3,30.6,87.0,4.44,archive,
Magat,2024-08-02,21.7,26.3,30.6,87.0,4.82,archive,
Magat,2024-08-03,6.8,26.5,31.6,85.0,5.16,archive,
Magat,2024-08-04,5.4,26.3,31.4,86.0,4.97,archive,
Magat,2024-08-05,9.9,26.0,31.5,85.0,4.68,archive,
Magat,2024-08-06,2.5,26.6,31.9,84.0,4.38,archive,
Magat,2024-08-07,12.1,27.7,32.0,82.0,5.1,archive,
Magat,2024-08-08,8.0,27.3,31.8,85.0,4.8,archive,
Magat,2024-08-09,10.0,27.3,31.3,84.0,4.85,archive,
Magat,2024-08-10,4.5,27.0,31.7,83.0,4.84,archive,
Magat,2024-08-11,6.2,27.5,32.4,79.0,5.25,archive,
Magat,2024-08-12,33.4,27.4,32.1,83.0,5.2,archive,
Magat,2024-08-13,16.0,26.7,30.9,86.0,4.1,archive,
Magat,2024-08-14,19.9,27.1,31.9,86.0,4.58,archive,
Magat,2024-08-15,9.8,27.1,31.5,86.0,4.38,archive,
Magat,2024-08-16,18.2,27.0,31.8,84.0,4.68,archive,
Magat,2024-08-17,9.6,26.7,31.2,88.0,4.42,archive,
Magat,2024-08-18,0.6,27.8,32.0,83.0,4.86,archive,
Magat,2024-08-19,3.4,27.3,30.1,85.0,3.01,archive,
Magat,2024-08-20,11.0,26.9,31.9,85.0,5.0,archive,
Magat,2024-08-21,5.9,26.8,32.0,85.0,4.97,archive,
Magat,2024-08-22,3.9,26.8,31.8,84.0,5.14,archive,
Magat,2024-08-23,7.8,26.3,30.8,87.0,4.49,archive,
Magat,2024-08-24,6.4,26.5,31.1,86.0,4.66,archive,
Magat,2024-08-25,12.5,25.7,30.5,87.0,4.58,archive,
Magat,2024-08-26,14.4,25.8,31.0,87.0,4.31,archive,
Magat,2024-08-27,8.1,26.6,31.1,85.0,4.51,archive,
Magat,2024-08-28,21.7,25.9,28.8,87.0,2.97,archive,
Magat,2024-08-29,11.7,26.6,30.2,87.0,4.17,archive,
Magat,2024-08-30,2.8,26.8,31.3,89.0,4.34,archive,
Magat,2024-08-31,16.0,27.4,31.6,86.0,4.85,archive,
Magat,2024-09-01,36.6,26.8,31.1,86.0,4.21,archive,
Magat,2024-09-02,80.0,25.2,27.2,91.0,1.98,archive,
Magat,2024-09-03,2.6,27.1,30.6,80.0,4.19,archive,
Magat,2024-09-04,5.5,26.7,29.0,85.0,3.11,archive,
Magat,2024-09-05,5.0,26.2,28.8,89.0,2.42,archive,
Magat,2024-09-06,14.6,26.8,29.9,85.0,2.53,archive,
Magat,2024-09-07,6.2,26.9,31.3,87.0,3.64,archive,
Magat,2024-09-08,8.4,26.5,29.9,89.0,3.22,archive,
Magat,2024-09-09,2.1,25.9,29.2,86.0,2.74,archive,
Magat,2024-09-10,13.9,26.3,31.4,84.0,4.57,archive,
Magat,2024-09-11,24.8,26.0,31.2,87.0,4.48,archive,
Magat,2024-09-12,15.2,25.8,30.4,89.0,3.56,archive,
Magat,2024-09-13,43.4,25.2,28.6,91.0,2.87,archive,
Magat,2024-09-14,16.2,25.6,30.6,88.0,4.14,archive,
Magat,2024-09-15,20.9,25.4,29.3,89.0,2.35,archive,
Magat,2024-09-16,31.5,24.7,27.4,93.0,1.77,archive,
Magat,2024-09-17,45.3,24.7,26.2,91.0,1.27,archive,
Magat,2024-09-18,14.1,26.0,29.9,89.0,3.77,archive,
Magat,2024-09-19,10.5,27.0,31.6,85.0,3.94,archive,
Magat,2024-09-20,17.2,26.1,29.6,89.0,2.46,archive,
Magat,2024-09-21,10.8,25.6,26.8,88.0,1.48,archive,
Magat,2024-09-22,1.2,25.9,28.3,85.0,2.46,archive,
Magat,2024-09-23,13.3,27.6,31.3,79.0,4.81,archive,
Magat,2024-09-24,11.3,26.9,31.9,84.0,4.61,archive,
Magat,2024-09-25,0.1,27.6,31.9,83.0,4.89,archive,
Magat,2024-09-26,3.8,27.3,31.3,84.0,4.39,archive,
Magat,2024-09-27,0.1,26.5,29.1,87.0,2.58,archive,
Magat,2024-09-28,0.1,26.3,29.5,87.0,2.79,archive,
Magat,2024-09-29,13.0,26.7,30.1,87.0,2.57,archive,
Magat,2024-09-30,23.8,25.3,26.9,85.0,1.83,archive,
Magat,2024-10-01,0.0,26.5,29.5,79.0,2.74,archive,
Magat,2024-10-02,0.0,26.6,30.1,80.0,2.73,archive,
Magat,2024-10-03,0.8,26.4,31.4,82.0,4.37,archive,
Magat,2024-10-04,11.8,25.8,30.2,86.0,4.11,archive,
Magat,2024-10-05,12.1,25.3,30.0,88.0,3.92,archive,
Magat,2024-10-06,8.1,25.1,29.4,88.0,3.82,archive,
Magat,2024-10-07,4.4,25.7,29.9,84.0,4.13,archive,
Magat,2024-10-08,14.9,25.9,29.7,87.0,3.74,archive,
Magat,2024-10-09,14.4,25.3,29.2,90.0,2.81,archive,
Magat,2024-10-10,32.6,25.3,29.0,89.0,3.03,archive,
Magat,2024-10-11,47.9,24.8,28.7,90.0,3.27,archive,
Magat,2024-10-12,32.8,24.9,28.2,90.0,2.88,archive,
Magat,2024-10-13,26.3,24.9,29.1,91.0,2.85,archive,
Magat,2024-10-14,16.6,25.2,29.0,90.0,3.25,archive,
Magat,2024-10-15,21.3,25.7,29.7,88.0,3.84,archive,
Magat,2024-10-16,1.4,26.2,30.7,84.0,4.32,archive,
Magat,2024-10-17,0.7,26.1,30.4,82.0,4.25,archive,
Magat,2024-10-18,13.6,26.2,29.9,86.0,3.86,archive,
Magat,2024-10-19,9.6,25.9,30.5,88.0,4.05,archive,
Magat,2024-10-20,9.8,25.4,29.7,90.0,3.52,archive,
Magat,2024-10-21,7.8,25.9,29.7,83.0,4.21,archive,
Magat,2024-10-22,0.9,26.8,30.0,75.0,4.55,archive,
Magat,2024-10-23,36.1,25.6,27.1,85.0,2.47,archive,
Magat,2024-10-24,167.4,24.8,25.8,93.0,0.89,archive,
Magat,2024-10-25,20.4,26.3,29.7,85.0,3.19,archive,
Magat,2024-10-26,1.7,26.3,30.7,80.0,4.42,archive,
Magat,2024-10-27,6.7,26.0,29.8,83.0,4.02,archive,
Magat,2024-10-28,0.1,25.3,29.3,87.0,3.1,archive,
Magat,2024-10-29,2.3,25.6,29.2,85.0,2.9,archive,
Magat,2024-10-30,0.9,26.2,29.4,83.0,2.06,archive,
Magat,2024-10-31,0.1,27.2,31.4,78.0,3.55,archive,
Magat,2024-11-01,1.0,26.8,30.9,84.0,3.79,archive,
Magat,2024-11-02,2.3,26.3,30.2,85.0,3.79,archive,
Magat,2024-11-03,2.8,25.8,29.2,85.0,3.79,archive,
Magat,2024-11-04,15.6,24.7,28.8,89.0,3.28,archive,
Magat,2024-11-05,29.8,24.9,28.0,84.0,3.15,archive,
Magat,2024-11-06,9.3,25.3,27.8,79.0,3.64,archive,
Magat,2024-11-07,3.0,26.0,30.6,80.0,2.69,archive,
Magat,2024-11-08,1.4,25.8,29.6,83.0,3.37,archive,
Magat,2024-11-09,1.1,26.4,30.6,83.0,3.93,archive,
Magat,2024-11-10,8.1,25.1,29.4,89.0,3.05,archive,
Magat,2024-11-11,126.0,24.6,25.4,89.0,1.13,archive,
Magat,2024-11-12,3.6,26.3,30.5,85.0,3.63,archive,
Magat,2024-11-13,4.0,25.7,29.7,90.0,3.58,archive,
Magat,2024-11-14,35.0,24.7,26.7,92.0,0.82,archive,
Magat,2024-11-15,0.0,26.5,30.5,81.0,3.89,archive,
Magat,2024-11-16,5.1,25.7,30.0,85.0,3.58,archive,
Magat,2024-11-17,114.8,24.0,26.1,93.0,1.15,archive,
Magat,2024-11-18,19.6,24.8,28.2,88.0,2.47,archive,
Magat,2024-11-19,3.1,25.1,29.1,89.0,3.43,archive,
Magat,2024-11-20,2.2,25.3,29.6,88.0,3.51,archive,
Magat,2024-11-21,3.5,25.4,29.3,87.0,3.51,archive,
Magat,2024-11-22,3.9,25.2,29.1,88.0,3.31,archive,
Magat,2024-11-23,1.8,25.0,28.6,85.0,3.36,archive,
Magat,2024-11-24,12.7,24.2,27.3,89.0,2.89,archive,
Magat,2024-11-25,25.0,23.7,27.1,93.0,2.06,archive,
Magat,2024-11-26,9.4,24.4,28.4,91.0,3.16,archive,
Magat,2024-11-27,1.9,24.4,28.3,88.0,3.13,archive,
Magat,2024-11-28,8.5,24.1,26.7,86.0,2.37,archive,
Magat,2024-11-29,3.5,23.5,25.8,85.0,2.12,archive,
Magat,2024-11-30,1.8,23.0,24.7,83.0,1.52,archive,
Magat,2024-12-01,1.8,23.6,26.5,86.0,2.0,archive,
Magat,2024-12-02,8.2,23.7,25.8,91.0,1.49,archive,
Magat,2024-12-03,66.3,24.0,25.7,92.0,1.21,archive,
Magat,2024-12-04,1.1,24.3,26.7,90.0,2.17,archive,
Magat,2024-12-05,15.6,24.1,26.7,89.0,1.69,archive,
Magat,2024-12-06,7.5,24.5,28.0,90.0,2.78,archive,
Magat,2024-12-07,15.3,24.0,25.7,94.0,1.36,archive,
Magat,2024-12-08,4.9,24.5,26.9,86.0,2.58,archive,
Magat,2024-12-09,3.4,24.2,26.6,84.0,2.68,archive,
Magat,2024-12-10,1.6,23.6,25.4,88.0,1.11,archive,
Magat,2024-12-11,3.9,24.2,27.3,89.0,1.81,archive,
Magat,2024-12-12,5.3,24.6,27.9,88.0,2.7,archive,
Magat,2024-12-13,4.4,24.9,27.9,84.0,2.87,archive,
Magat,2024-12-14,2.5,24.4,27.2,85.0,3.08,archive,
Magat,2024-12-15,2.2,23.1,24.5,82.0,1.89,archive,
Magat,2024-12-16,5.9,23.2,25.8,85.0,2.19,archive,
Magat,2024-12-17,6.9,23.2,26.4,89.0,2.48,archive,
Magat,2024-12-18,4.0,23.5,26.2,83.0,2.99,archive,
Magat,2024-12-19,0.4,23.0,25.3,78.0,3.13,archive,
Magat,2024-12-20,6.7,22.5,25.5,87.0,1.81,archive,
Magat,2024-12-21,1.2,23.2,25.3,88.0,1.32,archive,
Magat,2024-12-22,1.2,22.9,24.5,87.0,1.3,archive,
Magat,2024-12-23,1.4,22.8,24.7,86.0,1.08,archive,
Magat,2024-12-24,7.6,23.2,25.4,90.0,1.38,archive,
Magat,2024-12-25,2.3,23.7,25.7,84.0,1.79,archive,
Magat,2024-12-26,13.1,23.8,26.8,91.0,1.86,archive,
Magat,2024-12-27,15.0,23.2,27.1,93.0,2.13,archive,
Magat,2024-12-28,12.8,22.0,23.7,91.0,1.16,archive,
Magat,2024-12-29,0.2,22.5,24.3,80.0,2.04,archive,
Magat,2024-12-30,6.8,23.2,26.4,89.0,1.75,archive,
Magat,2024-12-31,3.6,24.2,27.7,89.0,2.79,archive,
Magat,2025-01-01,27.8,23.7,27.0,92.0,2.63,archive,
Magat,2025-01-02,32.3,23.7,27.2,94.0,1.9,archive,
Magat,2025-01-03,27.4,23.7,25.4,90.0,1.82,archive,
Magat,2025-01-04,3.5,22.7,25.3,81.0,2.13,archive,
Magat,2025-01-05,3.1,22.4,24.7,84.0,2.55,archive,
Magat,2025-01-06,0.5,22.7,26.5,85.0,3.25,archive,
Magat,2025-01-07,3.9,22.3,24.4,86.0,1.62,archive,
Magat,2025-01-08,2.3,22.4,24.7,86.0,1.96,archive,
Magat,2025-01-09,5.0,22.5,23.5,87.0,1.1,archive,
Magat,2025-01-10,8.6,21.9,24.6,90.0,1.72,archive,
Magat,2025-01-11,2.2,21.2,22.4,85.0,1.28,archive,
Magat,2025-01-12,0.7,21.3,22.6,83.0,1.59,archive,
Magat,2025-01-13,1.9,21.4,22.7,86.0,1.25,archive,
Magat,2025-01-14,0.8,22.3,25.0,90.0,1.31,archive,
Magat,2025-01-15,31.4,23.0,27.1,93.0,2.18,archive,
Magat,2025-01-16,2.5,22.1,23.9,80.0,2.73,archive,
Magat,2025-01-17,1.3,22.2,24.2,82.0,2.2,archive,
Magat,2025-01-18,0.3,22.6,25.1,88.0,1.84,archive,
Magat,2025-01-19,0.1,23.7,27.4,87.0,2.66,archive,
Magat,2025-01-20,0.1,23.4,26.9,86.0,2.83,archive,
Magat,2025-01-21,1.6,23.1,25.8,85.0,3.0,archive,
Magat,2025-01-22,1.9,22.8,25.1,85.0,2.09,archive,
Magat,2025-01-23,1.7,23.7,27.2,86.0,3.09,archive,
Magat,2025-01-24,1.1,24.3,28.6,87.0,3.41,archive,
Magat,2025-01-25,0.4,24.3,28.5,84.0,3.4,archive,
Magat,2025-01-26,0.0,22.9,26.1,79.0,3.58,archive,
Magat,2025-01-27,0.4,21.7,24.7,80.0,2.97,archive,
Magat,2025-01-28,1.7,20.8,22.2,83.0,1.97,archive,
Magat,2025-01-29,0.3,20.5,21.7,79.0,1.9,archive,
Magat,2025-01-30,0.6,20.7,22.6,85.0,1.37,archive,
Magat,2025-01-31,4.1,21.8,24.8,90.0,1.37,archive,
Magat,2025-02-01,5.8,24.0,27.7,87.0,3.28,archive,
Magat,2025-02-02,0.1,24.5,28.3,87.0,3.57,archive,
Magat,2025-02-03,1.4,23.8,27.5,88.0,3.08,archive,
Magat,2025-02-04,10.0,21.6,23.0,84.0,1.86,archive,
Magat,2025-02-05,1.3,21.1,22.6,85.0,1.38,archive,
Magat,2025-02-06,1.2,22.5,25.9,85.0,2.61,archive,
Magat,2025-02-07,5.8,23.4,26.5,90.0,2.47,archive,
Magat,2025-02-08,5.7,21.3,22.6,87.0,1.39,archive,
Magat,2025-02-09,0.0,20.9,22.6,79.0,2.12,archive,
Magat,2025-02-10,1.0,21.4,23.2,85.0,1.25,archive,
Magat,2025-02-11,4.1,22.7,25.2,88.0,1.92,archive,
Magat,2025-02-12,14.6,23.2,27.1,91.0,2.14,archive,
Magat,2025-02-13,11.2,23.1,25.8,93.0,1.81,archive,
Magat,2025-02-14,6.9,24.0,27.2,91.0,2.81,archive,
Magat,2025-02-15,19.9,23.9,28.0,92.0,2.71,archive,
Magat,2025-02-16,13.9,24.2,27.9,90.0,3.23,archive,
Magat,2025-02-17,44.6,23.7,28.1,92.0,2.83,archive,
Magat,2025-02-18,1.4,23.1,26.3,88.0,2.55,archive,
Magat,2025-02-19,2.4,22.2,23.4,82.0,1.84,archive,
Magat,2025-02-20,7.2,22.0,23.9,89.0,1.33,archive,
Magat,2025-02-21,0.4,23.1,25.3,85.0,2.21,archive,
Magat,2025-02-22,16.7,22.6,24.1,87.0,1.79,archive,
Magat,2025-02-23,2.0,23.2,25.4,84.0,2.46,archive,
Magat,2025-02-24,3.2,22.4,25.1,85.0,2.45,archive,
Magat,2025-02-25,5.7,22.1,25.2,86.0,2.44,archive,
Magat,2025-02-26,4.4,22.5,25.5,86.0,3.34,archive,
Magat,2025-02-27,0.2,23.1,26.5,79.0,3.62,archive,
Magat,2025-02-28,0.2,23.4,28.0,79.0,4.22,archive,
Magat,2025-03-01,0.3,24.1,28.6,80.0,4.49,archive,
Magat,2025-03-02,3.6,25.3,30.0,87.0,4.3,archive,
Magat,2025-03-03,0.7,25.7,29.8,81.0,4.37,archive,
Magat,2025-03-04,0.3,25.9,29.7,82.0,3.85,archive,
Magat,2025-03-05,3.1,25.3,30.0,86.0,4.01,archive,
Magat,2025-03-06,15.4,24.7,28.8,88.0,3.66,archive,
Magat,2025-03-07,4.6,23.7,26.6,85.0,2.7,archive,
Magat,2025-03-08,29.5,22.8,25.0,92.0,1.8,archive,
Magat,2025-03-09,40.4,23.4,26.7,91.0,2.55,archive,
Magat,2025-03-10,2.6,24.6,28.3,82.0,4.13,archive,
Magat,2025-03-11,0.0,25.2,29.8,82.0,4.56,archive,
Magat,2025-03-12,8.0,24.9,29.0,88.0,3.97,archive,
