dam,date,precipitation_sum,temperature_2m_mean,temperature_2m_max,relative_humidity_2m_mean,et0_fao_evapotranspiration,source,n_points
Ambuklao,2015-01-01,1.1,20.4,24.1,75.0,2.54,archive,
Ambuklao,2015-01-02,0.0,20.0,23.1,75.0,2.45,archive,
Ambuklao,2015-01-03,0.0,20.6,24.6,78.0,2.72,archive,
Ambuklao,2015-01-04,0.3,21.3,25.7,83.0,3.13,archive,
Ambuklao,2015-01-05,0.1,22.2,26.5,84.0,3.71,archive,
Ambuklao,2015-01-06,0.6,21.5,25.8,90.0,3.04,archive,
Ambuklao,2015-01-07,0.0,21.7,25.2,87.0,2.42,archive,
Ambuklao,2015-01-08,0.1,20.9,25.2,76.0,2.85,archive,
Ambuklao,2015-01-09,0.0,20.8,23.8,74.0,2.5,archive,
Ambuklao,2015-01-10,0.0,19.6,22.5,72.0,2.43,archive,
Ambuklao,2015-01-11,0.0,20.0,23.8,72.0,2.78,archive,
Ambuklao,2015-01-12,0.0,20.9,24.4,73.0,2.57,archive,
Ambuklao,2015-01-13,0.5,21.3,25.0,79.0,2.56,archive,
Ambuklao,2015-01-14,0.9,21.7,25.0,86.0,2.6,archive,
Ambuklao,2015-01-15,0.0,21.8,26.1,83.0,2.82,archive,
Ambuklao,2015-01-16,0.0,21.9,25.9,78.0,2.97,archive,
Ambuklao,2015-01-17,0.0,20.7,25.2,69.0,3.34,archive,
Ambuklao,2015-01-18,20.4,20.5,25.2,80.0,2.08,archive,
Ambuklao,2015-01-19,25.5,21.1,24.4,89.0,2.43,archive,
Ambuklao,2015-01-20,2.2,21.8,25.6,86.0,3.28,archive,
Ambuklao,2015-01-21,0.8,22.3,24.9,90.0,2.74,archive,
Ambuklao,2015-01-22,3.1,21.4,23.8,87.0,2.16,archive,
Ambuklao,2015-01-23,0.0,20.6,24.4,77.0,2.92,archive,
Ambuklao,2015-01-24,0.0,20.0,23.8,76.0,2.83,archive,
Ambuklao,2015-01-25,0.0,20.6,25.2,80.0,3.18,archive,
Ambuklao,2015-01-26,0.0,21.1,25.0,83.0,3.58,archive,
Ambuklao,2015-01-27,0.0,21.2,25.4,85.0,3.84,archive,
Ambuklao,2015-01-28,0.0,21.4,25.6,85.0,3.55,archive,
Ambuklao,2015-01-29,0.0,21.6,26.1,84.0,3.35,archive,
Ambuklao,2015-01-30,0.0,21.5,25.6,82.0,3.43,archive,
Ambuklao,2015-01-31,0.0,21.0,24.7,77.0,2.88,archive,
Ambuklao,2015-02-01,0.3,20.9,24.4,74.0,2.38,archive,
Ambuklao,2015-02-02,0.0,20.3,23.7,71.0,3.31,archive,
Ambuklao,2015-02-03,0.0,19.9,23.3,75.0,2.6,archive,
Ambuklao,2015-02-04,0.9,20.2,23.8,80.0,2.78,archive,
Ambuklao,2015-02-05,5.8,20.3,23.0,86.0,2.96,archive,
Ambuklao,2015-02-06,3.6,20.3,23.4,87.0,2.82,archive,
Ambuklao,2015-02-07,1.0,20.8,24.4,84.0,2.9,archive,
Ambuklao,2015-02-08,1.8,21.6,25.0,84.0,3.01,archive,
Ambuklao,2015-02-09,0.6,21.0,24.6,81.0,3.07,archive,
Ambuklao,2015-02-10,0.3,20.9,25.0,76.0,3.2,archive,
Ambuklao,2015-02-11,0.6,20.9,24.5,83.0,3.2,archive,
Ambuklao,2015-02-12,0.8,21.5,24.8,86.0,3.22,archive,
Ambuklao,2015-02-13,0.9,22.1,25.8,82.0,2.9,archive,
Ambuklao,2015-02-14,0.0,22.6,25.7,79.0,2.27,archive,
Ambuklao,2015-02-15,10.3,21.9,24.5,90.0,1.47,archive,
Ambuklao,2015-02-16,4.0,22.4,25.3,91.0,2.96,archive,
Ambuklao,2015-02-17,3.7,22.5,25.5,91.0,2.72,archive,
Ambuklao,2015-02-18,1.1,22.7,25.9,83.0,3.31,archive,
Ambuklao,2015-02-19,0.9,22.2,25.6,79.0,2.87,archive,
Ambuklao,2015-02-20,0.7,21.9,25.6,77.0,3.17,archive,
Ambuklao,2015-02-21,2.3,21.9,25.8,84.0,3.65,archive,
Ambuklao,2015-02-22,2.9,22.6,26.9,86.0,3.69,archive,
Ambuklao,2015-02-23,0.7,23.1,27.1,84.0,3.94,archive,
Ambuklao,2015-02-24,0.8,22.7,27.2,86.0,3.93,archive,
Ambuklao,2015-02-25,0.6,23.7,28.2,84.0,4.55,archive,
Ambuklao,2015-02-26,0.9,23.2,27.9,83.0,4.38,archive,
Ambuklao,2015-02-27,0.1,23.9,29.3,78.0,4.69,archive,
Ambuklao,2015-02-28,0.0,23.0,29.3,72.0,4.82,archive,
Ambuklao,2015-03-01,0.3,22.4,28.5,75.0,4.68,archive,
Ambuklao,2015-03-02,0.0,22.0,28.1,77.0,4.52,archive,
Ambuklao,2015-03-03,0.0,22.3,27.5,75.0,4.82,archive,
Ambuklao,2015-03-04,0.1,22.3,27.5,77.0,4.28,archive,
Ambuklao,2015-03-05,0.0,23.3,28.8,73.0,5.07,archive,
Ambuklao,2015-03-06,0.0,22.3,28.5,71.0,5.06,archive,
Ambuklao,2015-03-07,0.0,22.6,28.8,70.0,4.98,archive,
Ambuklao,2015-03-08,0.0,22.7,28.5,73.0,5.09,archive,
Ambuklao,2015-03-09,0.5,23.1,28.1,81.0,4.54,archive,
Ambuklao,2015-03-10,0.4,22.8,28.2,76.0,4.1,archive,
Ambuklao,2015-03-11,1.8,22.0,27.4,77.0,3.64,archive,
Ambuklao,2015-03-12,2.0,22.7,26.8,81.0,3.87,archive,
Ambuklao,2015-03-13,11.5,22.5,25.6,86.0,3.13,archive,
Ambuklao,2015-03-14,5.8,22.6,26.8,85.0,3.81,archive,
Ambuklao,2015-03-15,0.5,23.0,28.3,78.0,4.86,archive,
Ambuklao,2015-03-16,0.2,22.2,27.7,80.0,4.79,archive,
Ambuklao,2015-03-17,0.0,22.2,27.7,75.0,5.07,archive,
Ambuklao,2015-03-18,0.0,21.9,27.8,72.0,5.21,archive,
Ambuklao,2015-03-19,0.0,22.4,29.1,67.0,5.14,archive,
Ambuklao,2015-03-20,0.0,23.3,29.9,67.0,5.15,archive,
Ambuklao,2015-03-21,1.3,24.6,29.5,74.0,4.38,archive,
Ambuklao,2015-03-22,7.0,24.0,27.3,87.0,2.96,archive,
Ambuklao,2015-03-23,3.1,23.3,26.4,86.0,2.13,archive,
Ambuklao,2015-03-24,17.3,22.5,26.7,87.0,2.68,archive,
Ambuklao,2015-03-25,0.8,23.3,27.3,76.0,3.81,archive,
Ambuklao,2015-03-26,1.8,23.6,26.9,79.0,3.1,archive,
Ambuklao,2015-03-27,4.8,23.7,27.8,78.0,4.28,archive,
Ambuklao,2015-03-28,13.2,23.6,27.7,89.0,4.24,archive,
Ambuklao,2015-03-29,0.9,23.5,28.4,80.0,4.59,archive,
Ambuklao,2015-03-30,0.1,24.4,29.3,76.0,4.99,archive,
Ambuklao,2015-03-31,0.0,24.2,30.2,76.0,5.42,archive,
Ambuklao,2015-04-01,0.1,24.6,30.4,76.0,5.54,archive,
Ambuklao,2015-04-02,0.6,25.1,30.2,78.0,5.49,archive,
Ambuklao,2015-04-03,0.1,24.8,31.4,75.0,5.6,archive,
Ambuklao,2015-04-04,0.6,24.8,30.3,66.0,5.06,archive,
Ambuklao,2015-04-05,32.1,23.2,24.9,92.0,1.51,archive,
Ambuklao,2015-04-06,4.5,24.0,28.7,84.0,4.25,archive,
Ambuklao,2015-04-07,0.1,24.1,29.0,79.0,4.94,archive,
Ambuklao,2015-04-08,0.0,23.8,29.1,73.0,5.23,archive,
Ambuklao,2015-04-09,0.1,23.6,28.2,78.0,4.29,archive,
Ambuklao,2015-04-10,1.9,23.4,27.3,83.0,4.55,archive,
Ambuklao,2015-04-11,0.1,23.6,28.9,77.0,5.22,archive,
Ambuklao,2015-04-12,3.7,23.6,27.7,83.0,4.55,archive,
Ambuklao,2015-04-13,1.4,23.6,27.4,88.0,3.29,archive,
Ambuklao,2015-04-14,3.7,23.3,26.2,86.0,3.55,archive,
Ambuklao,2015-04-15,0.5,23.8,28.1,75.0,4.43,archive,
Ambuklao,2015-04-16,1.9,24.8,28.4,79.0,4.72,archive,
Ambuklao,2015-04-17,30.0,24.2,28.4,87.0,4.02,archive,
Ambuklao,2015-04-18,3.3,24.9,29.5,82.0,4.79,archive,
Ambuklao,2015-04-19,5.6,24.5,29.1,85.0,4.55,archive,
Ambuklao,2015-04-20,5.8,24.9,28.7,84.0,4.67,archive,
Ambuklao,2015-04-21,11.2,24.4,27.8,86.0,4.25,archive,
Ambuklao,2015-04-22,10.2,23.9,28.4,86.0,4.49,archive,
Ambuklao,2015-04-23,1.2,23.8,28.0,80.0,4.4,archive,
Ambuklao,2015-04-24,4.2,23.9,28.3,82.0,4.71,archive,
Ambuklao,2015-04-25,0.6,24.2,27.7,81.0,4.27,archive,
Ambuklao,2015-04-26,6.8,23.6,28.0,83.0,4.67,archive,
Ambuklao,2015-04-27,4.7,24.4,28.3,86.0,4.69,archive,
Ambuklao,2015-04-28,4.8,24.2,27.7,89.0,4.46,archive,
Ambuklao,2015-04-29,6.3,24.7,27.7,90.0,4.24,archive,
Ambuklao,2015-04-30,11.6,24.7,27.6,90.0,4.0,archive,
Ambuklao,2015-05-01,12.2,24.7,29.0,89.0,4.32,archive,
Ambuklao,2015-05-02,5.2,24.7,28.4,86.0,4.51,archive,
Ambuklao,2015-05-03,25.6,23.9,28.4,89.0,4.03,archive,
Ambuklao,2015-05-04,27.5,24.0,27.4,91.0,4.05,archive,
Ambuklao,2015-05-05,5.4,24.3,27.6,89.0,4.28,archive,
Ambuklao,2015-05-06,13.6,24.7,28.2,89.0,4.27,archive,
Ambuklao,2015-05-07,19.9,24.3,28.8,89.0,4.47,archive,
Ambuklao,2015-05-08,10.8,24.4,28.4,88.0,4.71,archive,
Ambuklao,2015-05-09,1.9,24.6,29.4,85.0,5.2,archive,
Ambuklao,2015-05-10,8.6,23.4,25.6,93.0,1.85,archive,
Ambuklao,2015-05-11,2.8,24.2,27.8,91.0,4.19,archive,
Ambuklao,2015-05-12,7.7,24.6,27.7,90.0,4.03,archive,
Ambuklao,2015-05-13,3.3,24.4,28.7,90.0,4.29,archive,
Ambuklao,2015-05-14,0.0,24.6,30.3,77.0,5.36,archive,
Ambuklao,2015-05-15,0.1,24.7,29.6,78.0,5.67,archive,
Ambuklao,2015-05-16,0.7,24.8,29.0,81.0,5.61,archive,
Ambuklao,2015-05-17,0.6,24.9,29.7,79.0,5.65,archive,
Ambuklao,2015-05-18,1.8,24.6,28.7,83.0,5.38,archive,
Ambuklao,2015-05-19,0.4,24.8,28.4,83.0,4.92,archive,
Ambuklao,2015-05-20,0.1,24.8,28.7,81.0,5.12,archive,
Ambuklao,2015-05-21,1.3,24.9,28.7,82.0,4.74,archive,
Ambuklao,2015-05-22,2.2,25.0,29.0,84.0,4.61,archive,
Ambuklao,2015-05-23,6.0,24.7,29.1,88.0,4.23,archive,
Ambuklao,2015-05-24,1.8,25.0,29.0,86.0,4.61,archive,
Ambuklao,2015-05-25,0.6,25.2,29.0,85.0,4.48,archive,
Ambuklao,2015-05-26,7.8,24.6,28.0,89.0,4.06,archive,
Ambuklao,2015-05-27,8.7,24.1,27.8,90.0,3.71,archive,
Ambuklao,2015-05-28,4.2,24.3,28.1,90.0,4.02,archive,
Ambuklao,2015-05-29,9.2,24.3,28.5,89.0,4.23,archive,
Ambuklao,2015-05-30,19.9,24.1,27.8,92.0,3.61,archive,
Ambuklao,2015-05-31,21.5,24.2,28.2,91.0,3.29,archive,
Ambuklao,2015-06-01,27.5,24.1,27.8,90.0,4.42,archive,
Ambuklao,2015-06-02,1.4,24.6,29.8,84.0,5.29,archive,
Ambuklao,2015-06-03,6.0,24.8,28.6,87.0,5.3,archive,
Ambuklao,2015-06-04,2.7,24.8,29.1,85.0,5.38,archive,
Ambuklao,2015-06-05,10.5,24.5,29.3,86.0,5.17,archive,
Ambuklao,2015-06-06,8.4,24.4,29.0,87.0,4.79,archive,
Ambuklao,2015-06-07,6.3,25.0,29.1,87.0,4.66,archive,
Ambuklao,2015-06-08,17.1,25.0,28.3,89.0,4.5,archive,
Ambuklao,2015-06-09,27.1,24.8,28.1,90.0,4.34,archive,
Ambuklao,2015-06-10,4.6,25.0,27.7,89.0,4.5,archive,
Ambuklao,2015-06-11,9.6,24.9,28.9,89.0,4.42,archive,
Ambuklao,2015-06-12,4.3,25.1,28.7,87.0,4.71,archive,
Ambuklao,2015-06-13,4.6,25.0,29.3,82.0,5.23,archive,
Ambuklao,2015-06-14,8.9,24.8,29.8,85.0,4.78,archive,
Ambuklao,2015-06-15,1.0,25.0,29.4,85.0,4.94,archive,
Ambuklao,2015-06-16,8.1,24.8,29.6,87.0,4.78,archive,
Ambuklao,2015-06-17,13.0,24.3,28.5,90.0,4.68,archive,
Ambuklao,2015-06-18,27.9,24.6,28.6,90.0,4.27,archive,
Ambuklao,2015-06-19,43.8,24.8,28.9,91.0,4.05,archive,
Ambuklao,2015-06-20,3.1,24.6,28.1,89.0,4.01,archive,
Ambuklao,2015-06-21,19.5,24.2,27.2,93.0,2.92,archive,
Ambuklao,2015-06-22,21.5,24.0,27.1,92.0,3.37,archive,
Ambuklao,2015-06-23,17.3,24.2,27.5,93.0,3.0,archive,
Ambuklao,2015-06-24,12.2,24.5,28.4,90.0,4.12,archive,
Ambuklao,2015-06-25,5.8,24.8,28.2,89.0,4.64,archive,
Ambuklao,2015-06-26,7.7,24.3,28.4,91.0,4.4,archive,
Ambuklao,2015-06-27,6.7,24.5,28.1,89.0,4.54,archive,
Ambuklao,2015-06-28,4.0,24.3,28.1,89.0,4.97,archive,
Ambuklao,2015-06-29,3.4,24.4,28.4,88.0,4.74,archive,
Ambuklao,2015-06-30,8.3,24.6,28.4,90.0,4.68,archive,
Ambuklao,2015-07-01,15.1,24.5,28.1,91.0,4.39,archive,
Ambuklao,2015-07-02,30.7,24.6,27.9,91.0,4.35,archive,
Ambuklao,2015-07-03,13.9,24.5,27.9,90.0,4.36,archive,
Ambuklao,2015-07-04,71.4,24.1,27.4,92.0,3.08,archive,
Ambuklao,2015-07-05,155.9,22.3,24.2,97.0,0.78,archive,
Ambuklao,2015-07-06,55.5,21.9,23.6,93.0,1.81,archive,
Ambuklao,2015-07-07,6.1,23.1,25.2,90.0,2.4,archive,
Ambuklao,2015-07-08,24.9,23.7,25.8,94.0,2.47,archive,
Ambuklao,2015-07-09,52.1,23.2,24.5,97.0,1.41,archive,
Ambuklao,2015-07-10,57.1,22.8,24.1,97.0,0.95,archive,
Ambuklao,2015-07-11,23.3,23.3,25.9,95.0,3.01,archive,
Ambuklao,2015-07-12,25.8,23.6,26.2,94.0,2.92,archive,
Ambuklao,2015-07-13,21.0,23.5,25.9,94.0,2.78,archive,
Ambuklao,2015-07-14,29.8,23.1,24.9,95.0,1.93,archive,
Ambuklao,2015-07-15,34.2,22.8,24.0,95.0,1.57,archive,
Ambuklao,2015-07-16,58.5,22.8,23.5,97.0,1.0,archive,
Ambuklao,2015-07-17,74.8,22.7,23.4,97.0,0.99,archive,
Ambuklao,2015-07-18,62.6,22.7,23.9,97.0,1.18,archive,
Ambuklao,2015-07-19,9.4,23.7,26.3,92.0,2.46,archive,
Ambuklao,2015-07-20,2.9,24.7,28.5,81.0,4.61,archive,
Ambuklao,2015-07-21,9.2,24.2,29.5,85.0,5.48,archive,
Ambuklao,2015-07-22,26.9,23.4,26.7,91.0,4.08,archive,
Ambuklao,2015-07-23,7.7,23.3,27.4,93.0,4.0,archive,
Ambuklao,2015-07-24,0.1,23.7,27.1,84.0,3.86,archive,
Ambuklao,2015-07-25,6.1,23.7,26.6,85.0,2.83,archive,
Ambuklao,2015-07-26,18.6,23.5,26.6,93.0,3.44,archive,
Ambuklao,2015-07-27,27.0,22.9,25.8,94.0,2.82,archive,
Ambuklao,2015-07-28,17.7,23.1,26.7,91.0,3.44,archive,
Ambuklao,2015-07-29,22.3,23.4,26.7,90.0,4.05,archive,
Ambuklao,2015-07-30,0.9,24.1,28.1,84.0,5.23,archive,
Ambuklao,2015-07-31,0.5,24.5,28.8,83.0,5.16,archive,
Ambuklao,2015-08-01,3.0,24.2,28.3,84.0,5.35,archive,
Ambuklao,2015-08-02,11.2,24.1,27.6,88.0,4.53,archive,
Ambuklao,2015-08-03,4.9,24.3,28.2,88.0,4.82,archive,
Ambuklao,2015-08-04,9.3,24.3,28.7,91.0,4.4,archive,
Ambuklao,2015-08-05,9.4,24.0,26.7,91.0,3.48,archive,
Ambuklao,2015-08-06,1.7,24.3,27.1,88.0,4.17,archive,
Ambuklao,2015-08-07,3.9,23.7,28.0,91.0,4.14,archive,
Ambuklao,2015-08-08,6.0,23.4,26.4,92.0,3.71,archive,
Ambuklao,2015-08-09,2.8,24.3,27.5,88.0,3.78,archive,
Ambuklao,2015-08-10,10.3,24.0,26.6,94.0,2.28,archive,
Ambuklao,2015-08-11,22.5,24.3,27.5,92.0,3.43,archive,
Ambuklao,2015-08-12,20.2,24.3,28.6,92.0,3.86,archive,
Ambuklao,2015-08-13,10.1,24.3,28.5,89.0,4.79,archive,
Ambuklao,2015-08-14,6.8,24.5,28.0,90.0,4.25,archive,
Ambuklao,2015-08-15,6.9,24.8,28.9,89.0,4.96,archive,
Ambuklao,2015-08-16,6.3,25.0,29.0,90.0,5.12,archive,
Ambuklao,2015-08-17,4.5,25.1,28.3,88.0,4.92,archive,
Ambuklao,2015-08-18,14.0,24.3,27.8,90.0,4.23,archive,
Ambuklao,2015-08-19,2.9,24.5,28.6,87.0,4.3,archive,
Ambuklao,2015-08-20,11.8,23.2,26.3,93.0,3.2,archive,
Ambuklao,2015-08-21,108.7,23.0,23.9,97.0,0.9,archive,
Ambuklao,2015-08-22,154.3,23.1,23.5,98.0,0.66,archive,
Ambuklao,2015-08-23,62.8,23.3,24.5,96.0,1.95,archive,
Ambuklao,2015-08-24,23.2,23.3,25.4,96.0,2.14,archive,
Ambuklao,2015-08-25,29.7,23.4,26.7,95.0,2.28,archive,
Ambuklao,2015-08-26,12.8,24.0,27.0,88.0,3.35,archive,
Ambuklao,2015-08-27,6.0,23.9,28.0,87.0,3.93,archive,
Ambuklao,2015-08-28,16.3,23.9,27.8,90.0,4.25,archive,
Ambuklao,2015-08-29,26.4,23.6,26.9,92.0,3.73,archive,
Ambuklao,2015-08-30,25.6,23.6,26.7,94.0,3.14,archive,
Ambuklao,2015-08-31,16.3,23.4,26.9,93.0,2.85,archive,
Ambuklao,2015-09-01,16.6,23.6,27.3,92.0,3.95,archive,
Ambuklao,2015-09-02,13.2,24.0,27.9,90.0,4.19,archive,
Ambuklao,2015-09-03,8.3,24.4,28.5,89.0,4.66,archive,
Ambuklao,2015-09-04,4.5,24.5,28.1,89.0,4.82,archive,
Ambuklao,2015-09-05,10.3,24.2,27.0,93.0,3.79,archive,
Ambuklao,2015-09-06,8.9,23.8,27.3,93.0,3.81,archive,
Ambuklao,2015-09-07,23.5,23.8,27.0,92.0,3.84,archive,
Ambuklao,2015-09-08,20.4,24.2,27.4,91.0,3.78,archive,
Ambuklao,2015-09-09,18.0,23.9,27.2,95.0,3.57,archive,
Ambuklao,2015-09-10,20.2,23.5,26.8,94.0,2.82,archive,
Ambuklao,2015-09-11,32.0,23.2,25.4,95.0,2.56,archive,
Ambuklao,2015-09-12,34.8,24.1,27.8,92.0,3.52,archive,
Ambuklao,2015-09-13,12.7,24.3,28.0,90.0,3.5,archive,
Ambuklao,2015-09-14,33.7,24.0,28.3,91.0,3.54,archive,
Ambuklao,2015-09-15,23.6,23.9,27.7,90.0,4.42,archive,
Ambuklao,2015-09-16,9.5,23.9,27.9,89.0,4.59,archive,
Ambuklao,2015-09-17,2.2,24.0,28.3,85.0,4.91,archive,
Ambuklao,2015-09-18,1.2,24.3,28.7,84.0,5.13,archive,
Ambuklao,2015-09-19,11.4,24.1,28.1,89.0,4.64,archive,
Ambuklao,2015-09-20,9.5,24.0,28.0,91.0,4.41,archive,
Ambuklao,2015-09-21,13.9,24.1,27.8,91.0,4.52,archive,
Ambuklao,2015-09-22,15.9,24.3,27.5,91.0,4.35,archive,
Ambuklao,2015-09-23,11.7,23.4,26.7,92.0,3.96,archive,
Ambuklao,2015-09-24,2.0,24.0,27.4,90.0,3.96,archive,
Ambuklao,2015-09-25,1.8,24.5,27.5,90.0,4.07,archive,
Ambuklao,2015-09-26,4.7,24.0,26.9,94.0,3.36,archive,
Ambuklao,2015-09-27,8.2,23.9,27.4,93.0,3.14,archive,
Ambuklao,2015-09-28,7.8,23.5,26.3,95.0,2.9,archive,
Ambuklao,2015-09-29,8.2,23.7,27.2,93.0,3.29,archive,
Ambuklao,2015-09-30,6.4,24.3,28.5,90.0,4.12,archive,
Ambuklao,2015-10-01,9.1,23.8,27.8,91.0,3.72,archive,
Ambuklao,2015-10-02,45.5,23.1,24.0,96.0,1.11,archive,
Ambuklao,2015-10-03,4.0,24.3,28.0,87.0,3.44,archive,
Ambuklao,2015-10-04,4.4,23.3,27.8,88.0,3.76,archive,
Ambuklao,2015-10-05,0.0,23.8,29.3,82.0,4.37,archive,
Ambuklao,2015-10-06,0.2,24.1,29.0,86.0,4.51,archive,
Ambuklao,2015-10-07,14.4,24.0,27.2,90.0,4.26,archive,
Ambuklao,2015-10-08,1.5,23.7,27.6,88.0,4.0,archive,
Ambuklao,2015-10-09,1.2,23.5,27.4,89.0,4.03,archive,
Ambuklao,2015-10-10,0.7,23.7,27.8,89.0,4.28,archive,
Ambuklao,2015-10-11,5.0,23.6,27.4,91.0,3.64,archive,
Ambuklao,2015-10-12,9.0,24.2,27.8,90.0,3.51,archive,
Ambuklao,2015-10-13,0.7,24.7,28.3,85.0,4.23,archive,
Ambuklao,2015-10-14,4.0,23.9,26.2,89.0,2.37,archive,
Ambuklao,2015-10-15,2.5,23.4,25.9,92.0,2.71,archive,
Ambuklao,2015-10-16,5.3,23.7,27.8,90.0,3.4,archive,
Ambuklao,2015-10-17,10.0,24.4,26.7,93.0,1.49,archive,
Ambuklao,2015-10-18,199.0,23.6,24.1,96.0,0.54,archive,
Ambuklao,2015-10-19,214.2,23.4,25.4,98.0,1.1,archive,
Ambuklao,2015-10-20,77.6,20.9,22.7,93.0,2.06,archive,
Ambuklao,2015-10-21,11.4,21.8,23.9,95.0,1.34,archive,
Ambuklao,2015-10-22,2.3,22.9,26.4,92.0,3.44,archive,
Ambuklao,2015-10-23,0.7,23.2,26.4,91.0,3.47,archive,
Ambuklao,2015-10-24,0.3,23.2,27.7,87.0,4.23,archive,
Ambuklao,2015-10-25,1.0,23.9,27.8,88.0,4.12,archive,
Ambuklao,2015-10-26,8.3,23.7,27.4,90.0,2.51,archive,
Ambuklao,2015-10-27,6.6,23.8,27.2,91.0,3.46,archive,
Ambuklao,2015-10-28,0.6,23.6,28.2,86.0,4.01,archive,
Ambuklao,2015-10-29,0.0,22.6,27.7,81.0,4.09,archive,
Ambuklao,2015-10-30,1.3,23.2,26.8,83.0,3.19,archive,
Ambuklao,2015-10-31,0.0,23.6,27.9,82.0,3.68,archive,
Ambuklao,2015-11-01,0.1,24.0,28.5,81.0,3.84,archive,
Ambuklao,2015-11-02,0.0,24.2,28.7,81.0,3.93,archive,
Ambuklao,2015-11-03,0.0,24.7,28.8,80.0,3.76,archive,
Ambuklao,2015-11-04,0.0,23.9,28.6,82.0,3.56,archive,
Ambuklao,2015-11-05,0.0,24.3,29.3,80.0,3.77,archive,
Ambuklao,2015-11-06,0.1,24.4,29.0,83.0,3.45,archive,
Ambuklao,2015-11-07,0.1,23.8,28.5,82.0,3.75,archive,
Ambuklao,2015-11-08,0.0,24.3,29.5,82.0,3.84,archive,
Ambuklao,2015-11-09,0.0,23.4,28.7,81.0,4.23,archive,
Ambuklao,2015-11-10,0.0,23.1,28.5,79.0,3.74,archive,
Ambuklao,2015-11-11,0.0,23.2,28.7,75.0,4.13,archive,
Ambuklao,2015-11-12,0.0,23.0,27.9,80.0,3.12,archive,
Ambuklao,2015-11-13,0.6,23.5,28.4,82.0,4.05,archive,
Ambuklao,2015-11-14,0.3,22.8,28.6,80.0,4.18,archive,
Ambuklao,2015-11-15,0.0,22.8,28.2,80.0,3.56,archive,
Ambuklao,2015-11-16,0.1,23.2,28.0,81.0,2.8,archive,
Ambuklao,2015-11-17,0.0,23.8,29.1,79.0,4.08,archive,
Ambuklao,2015-11-18,0.0,23.0,28.7,77.0,3.54,archive,
Ambuklao,2015-11-19,0.0,22.5,28.8,69.0,4.14,archive,
Ambuklao,2015-11-20,0.0,22.7,28.7,76.0,3.73,archive,
Ambuklao,2015-11-21,0.0,22.7,28.2,69.0,3.98,archive,
Ambuklao,2015-11-22,0.0,23.8,27.9,79.0,3.41,archive,
Ambuklao,2015-11-23,0.6,23.9,28.0,78.0,3.21,archive,
Ambuklao,2015-11-24,0.0,23.2,28.5,76.0,3.51,archive,
Ambuklao,2015-11-25,2.0,23.2,26.8,85.0,3.14,archive,
Ambuklao,2015-11-26,0.5,23.0,26.6,84.0,3.15,archive,
Ambuklao,2015-11-27,0.0,23.0,27.0,77.0,2.77,archive,
Ambuklao,2015-11-28,0.0,24.3,28.1,76.0,2.72,archive,
Ambuklao,2015-11-29,0.1,24.6,28.1,80.0,3.03,archive,
Ambuklao,2015-11-30,0.0,24.1,28.3,80.0,3.62,archive,
Ambuklao,2015-12-01,0.2,24.3,28.5,79.0,3.57,archive,
Ambuklao,2015-12-02,1.2,24.1,27.9,83.0,3.32,archive,
Ambuklao,2015-12-03,0.0,23.7,28.3,81.0,3.23,archive,
Ambuklao,2015-12-04,0.0,23.2,28.3,74.0,3.58,archive,
Ambuklao,2015-12-05,0.4,23.8,28.2,76.0,2.63,archive,
Ambuklao,2015-12-06,20.4,23.1,25.7,92.0,2.22,archive,
Ambuklao,2015-12-07,2.3,23.5,27.8,87.0,3.24,archive,
Ambuklao,2015-12-08,0.3,24.0,27.7,80.0,2.93,archive,
Ambuklao,2015-12-09,0.3,23.8,28.1,78.0,3.0,archive,
Ambuklao,2015-12-10,1.6,22.9,26.8,85.0,3.03,archive,
Ambuklao,2015-12-11,1.7,23.4,26.8,89.0,2.72,archive,
Ambuklao,2015-12-12,1.0,23.9,27.2,88.0,3.14,archive,
Ambuklao,2015-12-13,0.1,24.1,28.6,83.0,3.48,archive,
Ambuklao,2015-12-14,0.3,24.1,28.5,80.0,3.05,archive,
Ambuklao,2015-12-15,7.6,23.8,26.6,87.0,1.31,archive,
Ambuklao,2015-12-16,74.5,22.5,23.8,94.0,0.49,archive,
Ambuklao,2015-12-17,22.7,21.6,23.2,89.0,1.19,archive,
Ambuklao,2015-12-18,0.9,21.6,24.7,80.0,2.07,archive,
Ambuklao,2015-12-19,4.9,21.5,23.5,88.0,0.99,archive,
Ambuklao,2015-12-20,2.0,22.6,24.7,88.0,1.44,archive,
Ambuklao,2015-12-21,8.1,23.5,26.3,87.0,1.68,archive,
Ambuklao,2015-12-22,2.3,23.6,28.2,83.0,3.28,archive,
Ambuklao,2015-12-23,0.0,21.4,26.9,81.0,3.69,archive,
Ambuklao,2015-12-24,0.0,21.4,26.9,84.0,3.66,archive,
Ambuklao,2015-12-25,0.0,21.9,26.8,85.0,3.62,archive,
Ambuklao,2015-12-26,0.0,21.3,26.9,80.0,3.61,archive,
Ambuklao,2015-12-27,0.0,20.5,26.3,79.0,3.65,archive,
Ambuklao,2015-12-28,0.0,20.1,25.7,78.0,3.55,archive,
Ambuklao,2015-12-29,0.0,22.3,26.3,80.0,2.84,archive,
Ambuklao,2015-12-30,0.1,22.3,25.7,82.0,2.6,archive,
Ambuklao,2015-12-31,0.2,22.5,26.6,79.0,2.62,archive,
Ambuklao,2016-01-01,1.6,22.1,25.5,83.0,1.62,archive,
