dam,obs_datetime,rwl_m,dev_24h_m,nhwl_m,dev_nhwl_m,rule_curve_m,dev_rule_curve_m,gates,gate_opening_m,inflow_cms,outflow_cms,scraped_at,source
Magat,2026-04-21T08:00,180.72,0.13,193.0,-12.28,178.15,2.57,,,,,2026-04-22T05:05:41,wayback
Magat,2026-04-22T08:00,180.85,0.13,193.0,-12.15,178.06,2.79,,,,,2026-04-22T05:05:41,wayback
Magat,2026-05-05T08:00,181.69,-0.01,193.0,-11.31,176.8,4.89,,,,,2026-05-06T05:06:33,wayback
Magat,2026-05-06T08:00,181.68,-0.01,193.0,-11.32,176.69,4.99,,,,,2026-05-06T05:06:33,wayback
Magat,2026-05-23T08:00,182.63,-0.24,193.0,-10.37,174.78,7.85,,,,,2026-05-24T07:14:32,wayback
Magat,2026-05-24T08:00,182.39,-0.24,193.0,-10.61,174.67,7.72,,,,,2026-05-24T07:14:32,wayback
Magat,2026-05-26T08:00,181.6,-0.37,193.0,-11.4,174.44,7.16,,,,,2026-05-27T15:50:34,wayback
Magat,2026-05-27T08:00,181.23,-0.37,193.0,-11.77,174.44,6.79,,,,,2026-05-27T15:50:34,wayback
Magat,2026-06-29T08:00,165.55,-0.66,190.0,-24.45,175.43,-9.88,,,,,2026-06-30T16:47:24,wayback
Magat,2026-06-30T08:00,164.89,-0.66,190.0,-25.11,175.48,-10.59,,,,,2026-06-30T16:47:24,wayback
Magat,2026-07-27T08:00,161.21,-0.16,190.0,-28.79,178.28,-17.07,,,,,2026-07-28T09:06:38,wayback
Magat,2026-07-28T08:00,161.05,-0.16,190.0,-28.95,178.39,-17.34,,,,,2026-07-28T09:06:38,wayback
Magat,2026-08-06T08:00,166.39,1.93,190.0,-23.61,179.44,-13.05,,,,,2026-08-07T13:44:27,live
Magat,2026-08-07T08:00,168.32,1.93,190.0,-21.68,179.56,-11.24,,,,,2026-08-07T13:44:27,live
Magat,2026-08-08T08:00,169.62,1.11,190.0,-20.38,179.56,-9.94,,,,,2026-08-09T16:37:07,live
Magat,2026-08-09T08:00,170.73,1.11,190.0,-19.27,179.68,-8.95,,,,,2026-08-09T16:37:07,live
Magat,2026-08-10T08:00,174.34,3.61,190.0,-15.66,179.93,-5.59,,,,,2026-08-10T15:39:46,live
Magat,2026-08-11T08:00,176.35,2.01,190.0,-13.65,180.05,-3.7,,,,,2026-08-11T02:35:10,live
Magat,2026-08-12T08:00,177.25,0.9,190.0,-12.75,180.17,-2.92,,,,,2026-08-12T03:04:55,live
Magat,2026-08-13T08:00,177.58,0.33,190.0,-12.42,180.29,-2.71,,,,,2026-08-13T03:08:06,live
Magat,2026-08-14T08:00,177.91,0.33,190.0,-12.09,180.42,-2.51,,,,,2026-08-14T03:06:17,live
Pantabangan,2021-09-22T06:00,201.3,0.08,218.5,-17.2,215.16,-13.86,,,,,2021-09-23T21:36:42,wayback
Pantabangan,2021-09-23T06:00,201.38,0.08,218.5,-17.12,215.28,-13.9,,,,,2021-09-23T21:36:42,wayback
Pantabangan,2021-09-26T06:00,201.53,0.05,218.5,-14.47,215.62,-14.09,,,,,2021-09-27T12:46:44,wayback
Pantabangan,2021-09-27T06:00,201.58,0.05,218.5,-16.92,215.74,-14.16,,,,,2021-09-27T12:46:44,wayback
Pantabangan,2021-10-22T06:00,206.74,0.24,218.5,-11.76,217.94,-11.2,,,,,2021-10-23T10:54:56,wayback
Pantabangan,2021-10-23T06:00,206.98,0.24,218.5,-11.52,218.02,-11.04,,,,,2021-10-23T10:54:56,wayback
Pantabangan,2021-10-24T06:00,207.04,0.06,218.5,-11.46,218.11,-11.07,,,,,2021-10-24T12:36:31,wayback
Pantabangan,2021-11-01T06:00,207.86,0.07,221.0,-13.14,218.58,-10.72,,,,,2021-11-02T13:56:17,wayback
Pantabangan,2021-11-02T06:00,207.93,0.07,221.0,-13.07,218.68,-10.75,,,,,2021-11-02T13:56:17,wayback
Pantabangan,2021-11-16T06:00,208.71,0.06,221.0,-12.29,219.93,-11.22,,,,,2021-11-17T10:54:47,wayback
Pantabangan,2021-11-17T06:00,208.77,0.06,221.0,-12.23,220.01,-11.24,,,,,2021-11-17T10:54:47,wayback
Pantabangan,2021-12-21T06:00,208.28,-0.02,221.0,-12.72,218.56,-10.28,,,,,2021-12-22T18:20:32,wayback
Pantabangan,2021-12-22T06:00,208.26,-0.02,221.0,-12.74,218.51,-10.25,,,,,2021-12-22T18:20:32,wayback
Pantabangan,2021-12-28T06:00,207.59,-0.15,221.0,-13.41,217.95,-10.36,,,,,2021-12-29T04:37:48,wayback
Pantabangan,2021-12-29T06:00,207.44,-0.15,221.0,-13.56,217.83,-10.39,,,,,2021-12-29T04:37:48,wayback
Pantabangan,2022-01-09T06:00,205.45,-0.14,221.0,-15.55,216.39,-10.94,,,,,2022-01-10T01:34:09,wayback
Pantabangan,2022-01-10T06:00,205.31,-0.14,221.0,-15.69,216.25,-10.94,,,,,2022-01-10T01:34:09,wayback
Pantabangan,2022-01-18T06:00,203.82,-0.24,221.0,-17.18,215.17,-11.35,,,,,2022-01-19T10:01:15,wayback
Pantabangan,2022-01-19T06:00,203.58,-0.24,221.0,-17.42,215.03,-11.45,,,,,2022-01-19T10:01:15,wayback
Pantabangan,2022-04-21T06:00,184.14,-0.05,221.0,-36.86,204.88,-20.74,,,,,2022-04-22T02:51:37,wayback
Pantabangan,2022-04-22T06:00,184.09,-0.05,221.0,-36.91,204.8,-20.71,,,,,2022-04-22T02:51:37,wayback
Pantabangan,2022-06-14T06:00,185.89,-0.01,216.0,-30.11,203.88,-17.99,,,,,2022-06-15T08:27:45,wayback
Pantabangan,2022-06-15T06:00,185.88,-0.01,216.0,-30.12,203.9,-18.02,,,,,2022-06-15T08:27:45,wayback
Pantabangan,2022-06-18T06:00,185.46,-0.27,216.0,-30.54,203.95,-18.49,,,,,2022-06-19T01:08:25,wayback
Pantabangan,2022-06-19T06:00,185.19,-0.27,216.0,-30.81,203.97,-18.78,,,,,2022-06-19T01:08:25,wayback
Pantabangan,2022-06-26T06:00,182.79,-0.32,216.0,-33.21,204.1,-21.31,,,,,2022-06-26T23:01:12,wayback
Pantabangan,2022-06-27T06:00,182.47,-0.32,216.0,-33.53,204.12,-21.65,,,,,2022-06-26T23:01:12,wayback
Pantabangan,2022-07-01T06:00,181.71,-0.17,216.0,-34.29,204.19,-22.48,,,,,2022-07-02T03:50:05,wayback
Pantabangan,2022-07-02T06:00,181.54,-0.17,216.0,-34.46,204.49,-22.95,,,,,2022-07-02T03:50:05,wayback
Pantabangan,2022-07-04T06:00,181.28,-0.17,216.0,-34.72,204.78,-23.5,,,,,2022-07-05T08:47:35,wayback
Pantabangan,2022-07-05T06:00,181.11,-0.17,216.0,-34.89,204.93,-23.82,,,,,2022-07-05T08:47:35,wayback
Pantabangan,2022-07-16T06:00,180.7,-0.08,216.0,-35.3,206.51,-25.81,,,,,2022-07-17T00:05:54,wayback
Pantabangan,2022-07-17T06:00,180.62,-0.08,216.0,-35.38,206.66,-26.04,,,,,2022-07-17T00:05:54,wayback
Pantabangan,2022-08-01T06:00,180.91,0.2,216.0,-35.09,208.72,-27.81,,,,,2022-08-02T22:15:14,wayback
Pantabangan,2022-08-02T06:00,181.11,0.2,216.0,-34.89,208.85,-27.74,,,,,2022-08-02T22:15:14,wayback
Pantabangan,2022-08-03T06:00,181.26,0.08,216.0,-34.74,208.99,-27.73,,,,,2022-08-04T20:24:09,wayback
Pantabangan,2022-08-04T06:00,181.34,0.08,216.0,-34.66,209.12,-27.78,,,,,2022-08-04T20:24:09,wayback
Pantabangan,2022-08-05T06:00,181.45,0.11,216.0,-34.55,209.25,-27.8,,,,,2022-08-05T04:38:05,wayback
Pantabangan,2022-08-06T06:00,181.69,0.24,216.0,-34.31,209.38,-27.69,,,,,2022-08-06T08:47:14,wayback
Pantabangan,2022-08-07T06:00,182.0,0.57,216.0,-34.0,209.51,-27.51,,,,,2022-08-08T10:40:56,wayback
Pantabangan,2022-08-08T06:00,182.57,0.57,216.0,-33.43,209.64,-27.07,,,,,2022-08-08T10:40:56,wayback
Pantabangan,2022-09-23T06:00,192.36,0.39,216.0,-23.64,215.28,-22.92,,,,,2022-09-24T09:51:55,wayback
Pantabangan,2022-09-24T06:00,192.75,0.39,216.0,-23.25,215.39,-22.64,,,,,2022-09-24T09:51:55,wayback
Pantabangan,2022-10-15T06:00,196.82,0.06,218.5,-21.68,217.36,-20.54,,,,,2022-10-16T04:09:18,wayback
Pantabangan,2022-10-16T06:00,196.88,0.06,218.5,-21.62,217.44,-20.56,,,,,2022-10-16T04:09:18,wayback
Pantabangan,2022-10-28T06:00,198.1,0.12,218.5,-20.4,218.42,-20.32,,,,,2022-10-29T04:08:50,wayback
Pantabangan,2022-10-29T06:00,198.22,0.12,218.5,-20.28,218.46,-20.24,,,,,2022-10-29T04:08:50,wayback
Pantabangan,2022-11-29T06:00,203.6,0.08,221.0,-17.4,220.92,-17.32,,,,,2022-11-30T16:24:55,wayback
Pantabangan,2022-11-30T06:00,203.68,0.08,221.0,-17.32,221.0,-17.32,,,,,2022-11-30T16:24:55,wayback
Pantabangan,2022-12-01T06:00,203.76,-0.11,221.0,-17.24,220.89,-17.13,,,,,2022-12-02T11:16:57,wayback
Pantabangan,2022-12-02T06:00,203.65,-0.11,221.0,-17.35,220.79,-17.14,,,,,2022-12-02T11:16:57,wayback
Pantabangan,2022-12-10T06:00,203.13,-0.13,221.0,-17.87,219.93,-16.8,,,,,2022-12-11T18:30:01,wayback
Pantabangan,2022-12-11T06:00,203.0,-0.13,221.0,-18.0,219.82,-16.82,,,,,2022-12-11T18:30:01,wayback
Pantabangan,2023-03-28T06:00,184.47,-0.26,221.0,-36.53,206.76,-22.29,,,,,2023-03-28T23:37:33,wayback
Pantabangan,2023-03-29T06:00,184.21,-0.26,221.0,-36.79,206.65,-22.44,,,,,2023-03-28T23:37:33,wayback
Pantabangan,2023-04-13T06:00,181.08,-0.17,221.0,-39.92,205.48,-24.4,,,,,2023-04-14T02:12:40,wayback
Pantabangan,2023-04-14T06:00,180.91,-0.17,221.0,-40.09,205.41,-24.5,,,,,2023-04-14T02:12:40,wayback
Pantabangan,2023-07-26T06:00,183.63,0.48,216.0,-32.37,207.91,-24.28,,,,,2023-07-27T08:11:31,wayback
Pantabangan,2023-07-27T06:00,184.11,0.48,216.0,-31.89,208.05,-23.94,,,,,2023-07-27T08:11:31,wayback
Pantabangan,2023-09-30T06:00,197.02,0.18,218.5,-18.98,216.08,-19.06,,,,,2023-10-02T00:34:48,wayback
Pantabangan,2023-10-01T06:00,197.2,0.18,218.5,-21.3,216.17,-18.97,,,,,2023-10-02T00:34:48,wayback
Pantabangan,2023-11-27T06:00,201.57,0.0,221.0,-19.43,220.77,-19.2,,,,,2023-11-28T03:16:48,wayback
Pantabangan,2023-11-28T06:00,201.57,0.0,221.0,-19.43,220.85,-19.28,,,,,2023-11-28T03:16:48,wayback
Pantabangan,2024-01-25T06:00,194.86,-0.23,221.0,-26.14,214.2,-19.34,,,,,2024-01-26T14:31:58,wayback
Pantabangan,2024-01-26T06:00,194.63,-0.23,221.0,-26.37,214.06,-19.43,,,,,2024-01-26T14:31:58,wayback
Pantabangan,2024-04-03T06:00,176.1,-0.23,221.0,-44.9,206.22,-30.12,,,,,2024-04-04T04:56:23,wayback
Pantabangan,2024-04-04T06:00,175.87,-0.23,221.0,-45.13,206.15,-30.28,,,,,2024-04-04T04:56:23,wayback
Pantabangan,2024-04-16T06:00,173.64,-0.07,221.0,-47.36,205.26,-31.62,,,,,2024-04-17T14:38:17,wayback
Pantabangan,2024-04-17T06:00,173.57,-0.07,221.0,-47.43,205.18,-31.61,,,,,2024-04-17T14:38:17,wayback
Pantabangan,2024-04-29T08:00,173.46,0.02,221.0,-47.54,204.27,-30.81,,,,,2024-04-30T16:37:36,wayback
Pantabangan,2024-04-30T08:00,173.48,0.02,221.0,-47.52,204.19,-30.71,,,,,2024-04-30T16:37:36,wayback
Pantabangan,2024-05-02T08:00,173.51,0.01,216.0,-42.49,204.16,-30.65,,,,,2024-05-03T14:04:21,wayback
Pantabangan,2024-05-03T08:00,173.52,0.01,216.0,-42.48,204.14,-30.62,,,,,2024-05-03T14:04:21,wayback
Pantabangan,2024-05-21T08:00,174.23,0.06,221.0,-46.77,203.82,-29.59,,,,,2024-05-22T22:03:22,wayback
Pantabangan,2024-05-22T08:00,174.29,0.06,221.0,-46.71,203.8,-29.51,,,,,2024-05-22T22:03:22,wayback
Pantabangan,2024-08-03T08:00,185.6,0.28,216.0,-30.4,208.99,-23.39,,,,,2024-08-04T13:50:34,wayback
Pantabangan,2024-08-04T08:00,185.88,0.28,216.0,-30.12,209.12,-23.24,,,,,2024-08-04T13:50:34,wayback
Pantabangan,2024-08-23T08:00,188.31,0.08,216.0,-27.69,211.54,-23.23,,,,,2024-08-24T19:16:01,wayback
Pantabangan,2024-08-24T08:00,188.39,0.08,216.0,-27.61,211.66,-23.27,,,,,2024-08-24T19:16:01,wayback
Pantabangan,2024-09-11T08:00,194.7,0.43,216.0,-21.3,213.86,-19.16,,,,,2024-09-12T17:45:54,wayback
Pantabangan,2024-09-12T20:00,195.13,0.43,216.0,-20.87,213.98,-18.85,,,,,2024-09-12T17:45:54,wayback
Pantabangan,2024-10-04T08:00,202.4,0.1,218.5,-16.1,216.43,-14.03,,,,,2024-10-05T03:55:59,wayback
Pantabangan,2024-10-05T08:00,202.5,0.1,218.5,-16.0,216.51,-14.01,,,,,2024-10-05T03:55:59,wayback
Pantabangan,2024-10-06T08:00,202.65,0.15,218.5,-15.85,216.6,-13.95,,,,,2024-10-06T18:48:56,wayback
Pantabangan,2024-11-16T08:00,210.49,0.08,221.0,-10.51,219.93,-9.44,,,,,2024-11-17T17:28:25,wayback
Pantabangan,2024-11-17T08:00,210.57,0.08,221.0,-10.43,220.01,-9.44,,,,,2024-11-17T17:28:25,wayback
Pantabangan,2024-11-22T08:00,213.46,0.04,221.0,-7.54,220.39,-6.93,,,,,2024-11-23T23:44:53,wayback
Pantabangan,2024-11-23T08:00,213.5,0.04,221.0,-7.5,220.47,-6.97,,,,,2024-11-23T23:44:53,wayback
Pantabangan,2024-11-26T08:00,213.52,0.0,221.0,-7.48,220.7,-7.18,,,,,2024-11-27T03:09:17,wayback
Pantabangan,2024-11-27T08:00,213.52,0.0,221.0,-7.48,220.77,-7.25,,,,,2024-11-27T03:09:17,wayback
Pantabangan,2024-12-03T08:00,213.28,-0.06,221.0,-7.72,220.68,-7.4,,,,,2024-12-04T20:10:19,wayback
Pantabangan,2024-12-04T08:00,213.22,-0.06,221.0,-7.78,220.58,-7.36,,,,,2024-12-04T20:10:19,wayback
Pantabangan,2024-12-08T08:00,213.04,-0.07,221.0,-7.96,220.15,-7.11,,,,,2024-12-09T09:51:51,wayback
Pantabangan,2024-12-09T08:00,212.97,-0.07,221.0,-8.03,220.04,-7.07,,,,,2024-12-09T09:51:51,wayback
Pantabangan,2024-12-16T08:00,212.67,-0.07,221.0,-8.33,219.28,-6.61,,,,,2024-12-17T05:30:59,wayback
Pantabangan,2024-12-17T08:00,212.6,-0.07,221.0,-8.4,219.17,-6.57,,,,,2024-12-17T05:30:59,wayback
Pantabangan,2025-02-09T08:00,207.09,-0.13,221.0,-13.91,212.21,-5.12,,,,,2025-02-10T12:40:25,wayback
Pantabangan,2025-02-10T08:00,206.96,-0.13,221.0,-14.04,212.08,-5.12,,,,,2025-02-10T12:40:25,wayback
Pantabangan,2025-02-16T08:00,206.35,-0.1,221.0,-14.65,211.3,-4.95,,,,,2025-02-17T06:44:06,wayback
Pantabangan,2025-02-17T08:00,206.25,-0.1,221.0,-14.75,211.17,-4.92,,,,,2025-02-17T06:44:06,wayback
Pantabangan,2025-03-06T08:00,204.3,-0.09,221.0,-16.7,208.99,-4.69,,,,,2025-03-07T19:36:55,wayback
Pantabangan,2025-03-07T08:00,204.21,-0.09,221.0,-16.79,208.99,-4.78,,,,,2025-03-07T19:36:55,wayback
Pantabangan,2025-04-15T08:00,200.95,-0.11,221.0,-20.05,205.33,-4.38,,,,,2025-04-16T02:03:07,wayback
Pantabangan,2025-04-16T08:00,200.84,-0.11,221.0,-20.16,205.26,-4.42,,,,,2025-04-16T02:03:07,wayback
Pantabangan,2025-05-03T08:00,198.02,-0.19,216.0,-17.98,204.14,-6.12,,,,,2025-05-04T15:19:46,wayback
Pantabangan,2025-05-04T08:00,197.83,-0.19,216.0,-18.17,204.12,-6.29,,,,,2025-05-04T15:19:46,wayback
Pantabangan,2025-05-05T08:00,197.61,-0.18,216.0,-18.39,204.1,-6.49,,,,,2025-05-06T06:04:07,wayback
Pantabangan,2025-05-06T08:00,197.43,-0.18,216.0,-18.57,204.09,-6.66,,,,,2025-05-06T06:04:07,wayback
Pantabangan,2025-05-25T08:00,193.88,-0.18,216.0,-22.12,203.75,-9.87,,,,,2025-05-26T17:20:45,wayback
Pantabangan,2025-05-26T08:00,193.7,-0.18,216.0,-22.3,203.73,-10.03,,,,,2025-05-26T17:20:45,wayback
Pantabangan,2025-06-06T08:00,192.0,-0.09,221.0,-29.0,203.73,-11.73,,,,,2025-06-07T10:31:20,wayback
Pantabangan,2025-06-07T08:00,191.91,-0.09,221.0,-29.09,203.75,-11.84,,,,,2025-06-07T10:31:20,wayback
Pantabangan,2025-06-24T08:00,189.6,-0.17,216.0,-26.4,204.06,-14.46,,,,,2025-06-25T04:11:08,wayback
Pantabangan,2025-06-25T08:00,189.43,-0.17,216.0,-26.57,204.08,-14.65,,,,,2025-06-25T04:11:08,wayback
Pantabangan,2025-07-19T08:00,192.49,0.42,216.0,-23.51,206.94,-14.45,,,,,2025-07-20T16:58:33,wayback
Pantabangan,2025-07-20T08:00,192.91,0.42,216.0,-23.09,207.08,-14.17,,,,,2025-07-20T16:58:33,wayback
Pantabangan,2025-07-21T08:00,193.5,0.61,216.0,-22.5,207.22,-13.72,,,,,2025-07-22T14:57:07,wayback
Pantabangan,2025-07-22T08:00,194.11,0.61,216.0,-21.89,207.36,-13.25,,,,,2025-07-22T14:57:07,wayback
Pantabangan,2025-08-23T08:00,203.52,0.12,216.0,-12.48,211.54,-8.02,,,,,2025-08-24T03:56:02,wayback
Pantabangan,2025-08-24T08:00,203.64,0.12,216.0,-12.36,211.66,-8.02,,,,,2025-08-24T03:56:02,wayback
Pantabangan,2025-09-07T08:00,207.21,0.19,216.0,-8.79,213.38,-6.17,,,,,2025-09-09T00:27:09,wayback
Pantabangan,2025-09-08T08:00,207.4,0.19,216.0,-8.6,213.51,-6.11,,,,,2025-09-09T00:27:09,wayback
Pantabangan,2025-09-21T08:00,210.51,0.13,218.5,-7.99,215.04,-4.53,,,,,2025-09-22T07:42:12,wayback
Pantabangan,2025-09-22T08:00,210.64,0.13,218.5,-7.86,215.16,-4.52,,,,,2025-09-22T07:42:12,wayback
Pantabangan,2025-09-23T08:00,210.97,0.33,218.5,-7.53,215.28,-4.31,,,,,2025-09-23T16:12:03,wayback
Pantabangan,2025-10-12T08:00,214.43,0.02,218.5,-4.07,217.1,-2.67,,,,,2025-10-13T08:30:27,wayback
Pantabangan,2025-10-13T08:00,214.45,0.02,218.5,-4.05,217.19,-2.74,,,,,2025-10-13T08:30:27,wayback
Pantabangan,2025-10-26T08:00,214.76,0.05,221.0,-6.24,218.27,-3.51,,,,,2025-10-27T21:34:39,wayback
Pantabangan,2025-10-27T08:00,214.81,0.05,221.0,-6.19,218.35,-3.54,,,,,2025-10-27T21:34:39,wayback
Pantabangan,2025-11-02T08:00,214.75,-0.02,221.0,-6.25,218.68,-3.93,,,,,2025-11-03T00:50:13,wayback
Pantabangan,2025-11-03T08:00,214.73,-0.02,221.0,-6.27,218.83,-4.1,,,,,2025-11-03T00:50:13,wayback
Pantabangan,2025-11-04T08:00,214.68,-0.05,221.0,-6.32,218.99,-4.31,,,,,2025-11-04T21:05:14,wayback
Pantabangan,2025-11-10T08:00,215.78,0.53,221.0,-5.22,219.46,-3.68,,,,,2025-11-12T00:00:32,wayback
Pantabangan,2025-11-11T08:00,216.31,0.53,221.0,-4.69,219.54,-3.23,,,,,2025-11-12T00:00:32,wayback
Pantabangan,2025-12-08T08:00,215.62,-0.08,221.0,-5.38,220.15,-4.53,,,,,2025-12-09T13:06:46,wayback
Pantabangan,2025-12-09T08:00,215.54,-0.08,221.0,-5.46,220.04,-4.5,,,,,2025-12-09T13:06:46,wayback
Pantabangan,2025-12-12T08:00,215.35,-0.04,221.0,-5.65,219.71,-4.36,,,,,2025-12-13T07:48:46,wayback
Pantabangan,2025-12-13T08:00,215.31,-0.04,221.0,-5.69,219.6,-4.29,,,,,2025-12-13T07:48:46,wayback
Pantabangan,2025-12-28T08:00,214.56,-0.11,221.0,-6.44,217.95,-3.39,,,,,2025-12-29T23:18:31,wayback
Pantabangan,2025-12-29T08:00,214.45,-0.11,221.0,-6.55,217.83,-3.38,,,,,2025-12-29T23:18:31,wayback
Pantabangan,2026-01-22T08:00,211.8,-0.12,221.0,-9.2,214.61,-2.81,,,,,2026-01-23T20:25:02,wayback
Pantabangan,2026-01-23T08:00,211.68,-0.12,221.0,-9.32,214.47,-2.79,,,,,2026-01-23T20:25:02,wayback
Pantabangan,2026-02-05T08:00,209.54,-0.22,221.0,-11.46,212.72,-3.18,,,,,2026-02-06T12:00:54,wayback
Pantabangan,2026-02-06T08:00,209.32,-0.22,221.0,-11.68,212.59,-3.27,,,,,2026-02-06T12:00:54,wayback
Pantabangan,2026-02-11T08:00,208.24,-0.22,221.0,-12.76,211.95,-3.71,,,,,2026-02-12T00:40:01,wayback
Pantabangan,2026-02-12T08:00,208.02,-0.22,221.0,-12.98,211.82,-3.8,,,,,2026-02-12T00:40:01,wayback
Pantabangan,2026-02-21T08:00,206.13,-0.2,221.0,-14.87,210.65,-4.52,,,,,2026-02-22T13:27:52,wayback
Pantabangan,2026-02-22T08:00,205.93,-0.2,221.0,-15.07,210.51,-4.58,,,,,2026-02-22T13:27:52,wayback
Pantabangan,2026-02-23T08:00,205.71,-0.2,221.0,-15.29,210.38,-4.67,,,,,2026-02-24T12:35:24,wayback
Pantabangan,2026-02-24T08:00,205.51,-0.2,221.0,-15.49,210.25,-4.74,,,,,2026-02-24T12:35:24,wayback
Pantabangan,2026-04-11T08:00,195.66,-0.22,221.0,-25.34,205.63,-9.97,,,,,2026-04-12T05:29:07,wayback
Pantabangan,2026-04-12T08:00,195.44,-0.22,221.0,-25.56,205.56,-10.12,,,,,2026-04-12T05:29:07,wayback
Pantabangan,2026-04-21T08:00,193.76,-0.21,221.0,-27.24,204.88,-11.12,,,,,2026-04-22T05:05:41,wayback
Pantabangan,2026-04-22T08:00,193.55,-0.21,221.0,-27.45,204.8,-11.25,,,,,2026-04-22T05:05:41,wayback
Pantabangan,2026-05-05T08:00,191.34,-0.18,216.0,-24.66,204.1,-12.76,,,,,2026-05-06T05:06:33,wayback
Pantabangan,2026-05-06T08:00,191.16,-0.18,216.0,-24.84,204.09,-12.93,,,,,2026-05-06T05:06:33,wayback
Pantabangan,2026-05-23T08:00,187.55,-0.21,216.0,-28.45,203.78,-16.23,,,,,2026-05-24T07:14:32,wayback
Pantabangan,2026-05-24T08:00,187.34,-0.21,216.0,-28.66,203.76,-16.42,,,,,2026-05-24T07:14:32,wayback
Pantabangan,2026-05-26T08:00,186.88,-0.24,216.0,-29.12,203.73,-16.85,,,,,2026-05-27T15:50:34,wayback
Pantabangan,2026-05-27T08:00,186.64,-0.24,216.0,-29.36,203.73,-17.09,,,,,2026-05-27T15:50:34,wayback
Pantabangan,2026-06-29T08:00,180.19,-0.27,216.0,-35.81,204.16,-23.97,,,,,2026-06-30T16:47:24,wayback
Pantabangan,2026-06-30T08:00,179.92,-0.27,216.0,-36.08,204.17,-24.25,,,,,2026-06-30T16:47:24,wayback
Pantabangan,2026-07-27T08:00,176.03,-0.06,216.0,-39.97,208.05,-32.02,,,,,2026-07-28T09:06:38,wayback
Pantabangan,2026-07-28T08:00,175.97,-0.06,216.0,-40.03,208.18,-32.21,,,,,2026-07-28T09:06:38,wayback
Pantabangan,2026-08-06T08:00,179.8,0.53,216.0,-36.2,209.38,-29.58,,,,,2026-08-07T13:44:27,live
Pantabangan,2026-08-07T08:00,180.33,0.53,216.0,-35.67,209.51,-29.18,,,,,2026-08-07T13:44:27,live
Pantabangan,2026-08-08T08:00,180.83,0.63,216.0,-35.17,209.64,-28.81,,,,,2026-08-09T16:37:07,live
Pantabangan,2026-08-09T08:00,181.46,0.63,216.0,-34.54,209.77,-28.31,,,,,2026-08-09T16:37:07,live
Pantabangan,2026-08-10T08:00,182.22,0.76,216.0,-33.78,209.9,-27.68,,,,,2026-08-10T15:39:46,live
Pantabangan,2026-08-11T08:00,183.11,0.89,216.0,-32.89,210.02,-26.91,,,,,2026-08-11T02:35:10,live
Pantabangan,2026-08-12T08:00,183.97,0.86,216.0,-32.03,210.15,-26.18,,,,,2026-08-12T03:04:55,live
Pantabangan,2026-08-13T08:00,184.94,0.97,216.0,-31.06,210.28,-25.34,,,,,2026-08-13T03:08:06,live
Pantabangan,2026-08-14T08:00,185.48,0.54,216.0,-30.52,210.41,-24.93,,,,,2026-08-14T03:06:17,live
San Roque,2021-09-22T06:00,266.14,0.26,280.0,-13.86,264.45,1.69,,,,,2021-09-23T21:36:42,wayback
San Roque,2021-09-23T06:00,266.4,0.26,280.0,-13.6,264.97,1.43,,,,,2021-09-23T21:36:42,wayback
San Roque,2021-09-26T06:00,267.03,0.04,280.0,-12.97,266.52,0.51,,,,,2021-09-27T12:46:44,wayback
San Roque,2021-09-27T06:00,267.07,0.04,280.0,-12.93,267.03,0.04,,,,,2021-09-27T12:46:44,wayback
San Roque,2021-10-22T06:00,280.87,-0.38,280.0,0.87,276.48,4.39,,,,,2021-10-23T10:54:56,wayback
San Roque,2021-10-23T06:00,280.49,-0.38,280.0,0.49,276.84,3.65,,,,,2021-10-23T10:54:56,wayback
San Roque,2021-10-24T06:00,280.08,-0.41,280.0,0.08,277.19,2.89,,,,,2021-10-24T12:36:31,wayback
San Roque,2021-11-01T06:00,280.13,0.17,280.0,0.13,280.0,0.13,,,,,2021-11-02T13:56:17,wayback
San Roque,2021-11-02T06:00,280.3,0.17,280.0,0.3,279.9,0.4,,,,,2021-11-02T13:56:17,wayback
San Roque,2021-11-16T06:00,280.4,-0.09,280.0,0.4,278.55,1.85,,,,,2021-11-17T10:54:47,wayback
San Roque,2021-11-17T06:00,280.31,-0.09,280.0,0.31,278.45,1.86,,,,,2021-11-17T10:54:47,wayback
San Roque,2021-12-21T06:00,273.39,-0.28,280.0,-6.61,275.42,-2.03,,,,,2021-12-22T18:20:32,wayback
San Roque,2021-12-22T06:00,273.11,-0.28,280.0,-6.89,275.34,-2.23,,,,,2021-12-22T18:20:32,wayback
San Roque,2021-12-28T06:00,270.76,-0.38,280.0,-9.24,274.84,-4.08,,,,,2021-12-29T04:37:48,wayback
San Roque,2021-12-29T06:00,270.38,-0.38,280.0,-9.62,274.75,-4.37,,,,,2021-12-29T04:37:48,wayback
San Roque,2022-01-09T06:00,266.85,0.03,280.0,-13.15,271.89,-5.04,,,,,2022-01-10T01:34:09,wayback
San Roque,2022-01-10T06:00,266.88,0.03,280.0,-13.12,271.57,-4.69,,,,,2022-01-10T01:34:09,wayback
San Roque,2022-01-18T06:00,264.54,-0.52,280.0,-15.46,268.96,-4.42,,,,,2022-01-19T10:01:15,wayback
San Roque,2022-01-19T06:00,264.02,-0.52,280.0,-15.98,268.64,-4.62,,,,,2022-01-19T10:01:15,wayback
San Roque,2022-04-21T06:00,231.75,-0.06,280.0,-48.25,240.37,-8.62,,,,,2022-04-22T02:51:37,wayback
