dam,obs_datetime,rwl_m,dev_24h_m,nhwl_m,dev_nhwl_m,rule_curve_m,dev_rule_curve_m,gates,gate_opening_m,inflow_cms,outflow_cms,scraped_at,source
San Roque,2022-04-22T06:00,231.69,-0.06,280.0,-48.31,240.2,-8.51,,,,,2022-04-22T02:51:37,wayback
San Roque,2022-06-14T06:00,232.1,0.05,280.0,-47.9,234.0,-1.9,,,,,2022-06-15T08:27:45,wayback
San Roque,2022-06-15T06:00,232.15,0.05,280.0,-47.85,234.07,-1.92,,,,,2022-06-15T08:27:45,wayback
San Roque,2022-06-18T06:00,231.93,0.06,280.0,-48.07,234.3,-2.37,,,,,2022-06-19T01:08:25,wayback
San Roque,2022-06-19T06:00,231.99,0.06,280.0,-48.01,234.38,-2.39,,,,,2022-06-19T01:08:25,wayback
San Roque,2022-06-26T06:00,232.06,-0.16,280.0,-47.94,234.92,-2.86,,,,,2022-06-26T23:01:12,wayback
San Roque,2022-06-27T06:00,231.9,-0.16,280.0,-48.1,234.99,-3.09,,,,,2022-06-26T23:01:12,wayback
San Roque,2022-07-01T06:00,232.09,0.01,280.0,-47.91,235.3,-3.21,,,,,2022-07-02T03:50:05,wayback
San Roque,2022-07-02T06:00,232.1,0.01,280.0,-47.9,235.41,-3.31,,,,,2022-07-02T03:50:05,wayback
San Roque,2022-07-04T06:00,231.95,0.09,280.0,-48.05,235.63,-3.68,,,,,2022-07-05T08:47:35,wayback
San Roque,2022-07-05T06:00,232.04,0.09,280.0,-47.96,235.74,-3.7,,,,,2022-07-05T08:47:35,wayback
San Roque,2022-07-16T06:00,233.72,0.22,280.0,-46.28,236.95,-3.23,,,,,2022-07-17T00:05:54,wayback
San Roque,2022-07-17T06:00,233.94,0.22,280.0,-46.06,237.05,-3.11,,,,,2022-07-17T00:05:54,wayback
San Roque,2022-08-01T06:00,234.11,-0.32,280.0,-45.89,238.7,-4.59,,,,,2022-08-02T22:15:14,wayback
San Roque,2022-08-02T06:00,233.79,-0.32,280.0,-46.21,239.18,-5.39,,,,,2022-08-02T22:15:14,wayback
San Roque,2022-08-03T06:00,233.55,-0.02,280.0,-46.45,239.66,-6.11,,,,,2022-08-04T20:24:09,wayback
San Roque,2022-08-04T06:00,233.53,-0.02,280.0,-46.47,240.14,-6.61,,,,,2022-08-04T20:24:09,wayback
San Roque,2022-08-05T06:00,233.88,0.35,280.0,-46.12,240.62,-6.74,,,,,2022-08-05T04:38:05,wayback
San Roque,2022-08-06T06:00,233.62,-0.26,280.0,-46.38,241.1,-7.48,,,,,2022-08-06T08:47:14,wayback
San Roque,2022-08-07T06:00,233.4,-0.17,280.0,-46.6,241.58,-8.18,,,,,2022-08-08T10:40:56,wayback
San Roque,2022-08-08T06:00,233.23,-0.17,280.0,-46.77,242.06,-8.83,,,,,2022-08-08T10:40:56,wayback
San Roque,2022-09-23T06:00,260.28,0.0,280.0,-19.72,264.97,-4.69,,,,,2022-09-24T09:51:55,wayback
San Roque,2022-09-24T06:00,260.28,0.0,280.0,-19.72,265.48,-5.2,,,,,2022-09-24T09:51:55,wayback
San Roque,2022-10-15T06:00,263.78,0.05,280.0,-16.22,274.02,-10.24,,,,,2022-10-16T04:09:18,wayback
San Roque,2022-10-16T06:00,263.83,0.05,280.0,-16.17,274.37,-10.54,,,,,2022-10-16T04:09:18,wayback
San Roque,2022-10-28T06:00,266.61,0.15,280.0,-13.39,278.59,-11.98,,,,,2022-10-29T04:08:50,wayback
San Roque,2022-10-29T06:00,266.76,0.15,280.0,-13.24,278.95,-12.19,,,,,2022-10-29T04:08:50,wayback
San Roque,2022-11-29T06:00,277.33,-0.16,280.0,-2.67,277.29,0.04,,,,,2022-11-30T16:24:55,wayback
San Roque,2022-11-30T06:00,277.17,-0.16,280.0,-2.83,277.2,-0.03,,,,,2022-11-30T16:24:55,wayback
San Roque,2022-12-01T06:00,277.26,0.18,280.0,-2.74,277.1,0.16,,,,,2022-12-02T11:16:57,wayback
San Roque,2022-12-02T06:00,277.44,0.18,280.0,-2.56,277.02,0.42,,,,,2022-12-02T11:16:57,wayback
San Roque,2022-12-10T06:00,276.18,-0.27,280.0,-3.82,276.35,-0.17,,,,,2022-12-11T18:30:01,wayback
San Roque,2022-12-11T06:00,275.91,-0.27,280.0,-4.09,276.26,-0.35,,,,,2022-12-11T18:30:01,wayback
San Roque,2023-03-28T06:00,242.61,-0.11,280.0,-37.39,244.71,-2.1,,,,,2023-03-28T23:37:33,wayback
San Roque,2023-03-29T06:00,242.5,-0.11,280.0,-37.5,244.45,-1.95,,,,,2023-03-28T23:37:33,wayback
San Roque,2023-04-13T06:00,237.29,-0.32,280.0,-42.71,241.7,-4.41,,,,,2023-04-14T02:12:40,wayback
San Roque,2023-04-14T06:00,236.97,-0.32,280.0,-43.03,241.53,-4.56,,,,,2023-04-14T02:12:40,wayback
San Roque,2023-07-26T06:00,238.25,8.88,280.0,-41.75,238.04,0.21,,,,,2023-07-27T08:11:31,wayback
San Roque,2023-07-27T06:00,247.13,8.88,280.0,-32.87,238.15,8.98,,,,,2023-07-27T08:11:31,wayback
San Roque,2023-09-30T06:00,265.09,-0.2,280.0,-14.91,268.58,-3.49,,,,,2023-10-02T00:34:48,wayback
San Roque,2023-10-01T06:00,264.89,-0.2,280.0,-15.11,269.1,-4.21,,,,,2023-10-02T00:34:48,wayback
San Roque,2023-11-27T06:00,266.94,-0.2,280.0,-13.06,277.49,-10.55,,,,,2023-11-28T03:16:48,wayback
San Roque,2023-11-28T06:00,266.74,-0.2,280.0,-13.26,277.39,-10.65,,,,,2023-11-28T03:16:48,wayback
San Roque,2024-01-25T06:00,253.51,-0.38,280.0,-26.49,266.68,-13.17,,,,,2024-01-26T14:31:58,wayback
San Roque,2024-01-26T06:00,253.13,-0.38,280.0,-26.87,266.35,-13.22,,,,,2024-01-26T14:31:58,wayback
San Roque,2024-04-03T06:00,234.73,-0.02,280.0,-45.27,243.37,-8.64,,,,,2024-04-04T04:56:23,wayback
San Roque,2024-04-04T06:00,234.71,-0.02,280.0,-45.29,243.2,-8.49,,,,,2024-04-04T04:56:23,wayback
San Roque,2024-04-16T06:00,233.13,-0.52,280.0,-46.87,241.2,-8.07,,,,,2024-04-17T14:38:17,wayback
San Roque,2024-04-17T06:00,232.61,-0.52,280.0,-47.39,241.03,-8.42,,,,,2024-04-17T14:38:17,wayback
San Roque,2024-04-29T08:00,228.84,-0.32,280.0,-51.16,239.03,-10.19,,,,,2024-04-30T16:37:36,wayback
San Roque,2024-04-30T08:00,228.52,-0.32,280.0,-51.48,238.87,-10.35,,,,,2024-04-30T16:37:36,wayback
San Roque,2024-05-02T08:00,227.85,-0.34,280.0,-52.15,238.52,-10.67,,,,,2024-05-03T14:04:21,wayback
San Roque,2024-05-03T08:00,227.51,-0.34,280.0,-52.49,238.33,-10.82,,,,,2024-05-03T14:04:21,wayback
San Roque,2024-05-21T08:00,227.04,-0.07,280.0,-52.96,235.02,-7.98,,,,,2024-05-22T22:03:22,wayback
San Roque,2024-05-22T08:00,226.97,-0.07,280.0,-53.03,234.84,-7.87,,,,,2024-05-22T22:03:22,wayback
San Roque,2024-08-03T08:00,251.32,0.7,280.0,-28.68,239.66,11.66,,,,,2024-08-04T13:50:34,wayback
San Roque,2024-08-04T08:00,252.02,0.7,280.0,-27.98,240.14,11.88,,,,,2024-08-04T13:50:34,wayback
San Roque,2024-08-23T08:00,252.21,-0.28,280.0,-27.79,249.27,2.94,,,,,2024-08-24T19:16:01,wayback
San Roque,2024-08-24T08:00,251.93,-0.28,280.0,-28.07,249.75,2.18,,,,,2024-08-24T19:16:01,wayback
San Roque,2024-09-11T08:00,262.52,0.61,280.0,-17.48,258.77,3.75,,,,,2024-09-12T17:45:54,wayback
San Roque,2024-09-12T20:00,263.13,0.61,280.0,-16.87,259.28,3.85,,,,,2024-09-12T17:45:54,wayback
San Roque,2024-10-04T08:00,274.95,-0.11,280.0,-5.05,270.15,4.8,,,,,2024-10-05T03:55:59,wayback
San Roque,2024-10-05T08:00,274.84,-0.11,280.0,-5.16,270.51,4.33,,,,,2024-10-05T03:55:59,wayback
San Roque,2024-10-06T08:00,274.71,-0.13,280.0,-5.29,270.86,3.85,,,,,2024-10-06T18:48:56,wayback
San Roque,2024-11-16T08:00,278.29,-1.12,280.0,-1.71,278.55,-0.26,,,,,2024-11-17T17:28:25,wayback
San Roque,2024-11-17T08:00,277.17,-1.12,280.0,-2.83,278.45,-1.28,2.0,3.0,,348.42,2024-11-17T17:28:25,wayback
San Roque,2024-11-22T08:00,281.59,0.18,280.0,1.59,277.97,3.62,,,,,2024-11-23T23:44:53,wayback
San Roque,2024-11-23T08:00,281.77,0.18,280.0,1.77,277.87,3.9,,,,,2024-11-23T23:44:53,wayback
San Roque,2024-11-26T08:00,281.26,-0.43,280.0,1.26,277.58,3.68,,,,,2024-11-27T03:09:17,wayback
San Roque,2024-11-27T08:00,280.83,-0.43,280.0,0.83,277.49,3.34,,,,,2024-11-27T03:09:17,wayback
San Roque,2024-12-03T08:00,281.61,-0.26,280.0,1.61,276.93,4.68,,,,,2024-12-04T20:10:19,wayback
San Roque,2024-12-04T08:00,281.35,-0.26,280.0,1.35,276.85,4.5,,,,,2024-12-04T20:10:19,wayback
San Roque,2024-12-08T08:00,280.65,0.01,280.0,0.65,276.51,4.14,,,,,2024-12-09T09:51:51,wayback
San Roque,2024-12-09T08:00,280.66,0.01,280.0,0.66,276.43,4.23,,,,,2024-12-09T09:51:51,wayback
San Roque,2024-12-16T08:00,279.83,-0.02,280.0,-0.17,275.84,3.99,,,,,2024-12-17T05:30:59,wayback
San Roque,2024-12-17T08:00,279.81,-0.02,280.0,-0.19,275.76,4.05,,,,,2024-12-17T05:30:59,wayback
San Roque,2025-02-09T08:00,267.03,-0.39,280.0,-12.97,260.71,6.32,,,,,2025-02-10T12:40:25,wayback
San Roque,2025-02-10T08:00,266.64,-0.39,280.0,-13.36,260.25,6.39,,,,,2025-02-10T12:40:25,wayback
San Roque,2025-02-16T08:00,264.71,-0.29,280.0,-15.29,257.49,7.22,,,,,2025-02-17T06:44:06,wayback
San Roque,2025-02-17T08:00,264.42,-0.29,280.0,-15.58,257.03,7.39,,,,,2025-02-17T06:44:06,wayback
San Roque,2025-03-06T08:00,256.24,-0.73,280.0,-23.76,250.24,6.0,,,,,2025-03-07T19:36:55,wayback
San Roque,2025-03-07T08:00,255.51,-0.73,280.0,-24.49,250.24,5.27,,,,,2025-03-07T19:36:55,wayback
San Roque,2025-04-15T08:00,245.99,0.16,280.0,-34.01,241.37,4.62,,,,,2025-04-16T02:03:07,wayback
San Roque,2025-04-16T08:00,246.15,0.16,280.0,-33.85,241.2,4.95,,,,,2025-04-16T02:03:07,wayback
San Roque,2025-05-03T08:00,243.87,-0.08,280.0,-36.13,238.33,5.54,,,,,2025-05-04T15:19:46,wayback
San Roque,2025-05-04T08:00,243.79,-0.08,280.0,-36.21,238.15,5.64,,,,,2025-05-04T15:19:46,wayback
San Roque,2025-05-05T08:00,243.81,0.02,280.0,-36.19,237.96,5.85,,,,,2025-05-06T06:04:07,wayback
San Roque,2025-05-06T08:00,243.83,0.02,280.0,-36.17,237.78,6.05,,,,,2025-05-06T06:04:07,wayback
San Roque,2025-05-25T08:00,238.63,-0.82,280.0,-41.37,234.29,4.34,,,,,2025-05-26T17:20:45,wayback
San Roque,2025-05-26T08:00,237.81,-0.82,280.0,-42.19,234.1,3.71,,,,,2025-05-26T17:20:45,wayback
San Roque,2025-06-06T08:00,233.89,0.34,280.0,-46.11,233.38,0.51,,,,,2025-06-07T10:31:20,wayback
San Roque,2025-06-07T08:00,234.23,0.34,280.0,-45.77,233.46,0.77,,,,,2025-06-07T10:31:20,wayback
San Roque,2025-06-24T08:00,232.18,-0.04,280.0,-47.82,234.76,-2.58,,,,,2025-06-25T04:11:08,wayback
San Roque,2025-06-25T08:00,232.14,-0.04,280.0,-47.86,234.84,-2.7,,,,,2025-06-25T04:11:08,wayback
San Roque,2025-07-19T08:00,240.39,1.63,280.0,-39.61,237.27,3.12,,,,,2025-07-20T16:58:33,wayback
San Roque,2025-07-20T08:00,242.02,1.63,280.0,-37.98,237.38,4.64,,,,,2025-07-20T16:58:33,wayback
San Roque,2025-07-21T08:00,244.4,2.21,280.0,-35.6,237.49,6.91,,,,,2025-07-22T14:57:07,wayback
San Roque,2025-07-22T08:00,246.61,2.21,280.0,-33.39,237.6,9.01,,,,,2025-07-22T14:57:07,wayback
San Roque,2025-08-23T08:00,272.04,-0.78,280.0,-7.96,249.27,22.77,,,,,2025-08-24T03:56:02,wayback
San Roque,2025-08-24T08:00,271.26,-0.78,280.0,-8.74,249.75,21.51,,,,,2025-08-24T03:56:02,wayback
San Roque,2025-09-07T08:00,262.3,0.6,280.0,-17.7,256.7,5.6,,,,,2025-09-09T00:27:09,wayback
San Roque,2025-09-08T08:00,262.9,0.6,280.0,-17.1,257.22,5.68,,,,,2025-09-09T00:27:09,wayback
San Roque,2025-09-21T08:00,260.2,0.41,280.0,-19.8,263.93,-3.73,,,,,2025-09-22T07:42:12,wayback
San Roque,2025-09-22T08:00,260.61,0.41,280.0,-19.39,264.45,-3.84,,,,,2025-09-22T07:42:12,wayback
San Roque,2025-09-23T08:00,264.85,4.24,280.0,-15.15,264.97,-0.12,,,,,2025-09-23T16:12:03,wayback
San Roque,2025-10-12T08:00,272.71,0.21,280.0,-7.29,272.97,-0.26,,,,,2025-10-13T08:30:27,wayback
San Roque,2025-10-13T08:00,272.92,0.21,280.0,-7.08,273.32,-0.4,,,,,2025-10-13T08:30:27,wayback
San Roque,2025-10-26T08:00,274.83,0.23,280.0,-5.17,277.89,-3.06,,,,,2025-10-27T21:34:39,wayback
San Roque,2025-10-27T08:00,275.06,0.23,280.0,-4.94,278.24,-3.18,,,,,2025-10-27T21:34:39,wayback
San Roque,2025-11-02T08:00,275.62,-0.07,280.0,-4.38,279.9,-4.28,,,,,2025-11-03T00:50:13,wayback
San Roque,2025-11-03T08:00,275.55,-0.07,280.0,-4.45,279.81,-4.26,,,,,2025-11-03T00:50:13,wayback
San Roque,2025-11-04T08:00,275.57,0.02,280.0,-4.43,279.71,-4.14,,,,,2025-11-04T21:05:14,wayback
San Roque,2025-11-10T08:00,273.52,4.73,280.0,-6.48,279.13,-5.61,,,,,2025-11-12T00:00:32,wayback
San Roque,2025-11-11T08:00,278.25,4.73,280.0,-1.75,279.03,-0.78,,,,,2025-11-12T00:00:32,wayback
San Roque,2025-12-08T08:00,278.19,0.04,280.0,-1.81,276.51,1.68,,,,,2025-12-09T13:06:46,wayback
San Roque,2025-12-09T08:00,278.23,0.04,280.0,-1.77,276.43,1.8,,,,,2025-12-09T13:06:46,wayback
San Roque,2025-12-12T08:00,277.66,-0.36,280.0,-2.34,276.18,1.48,,,,,2025-12-13T07:48:46,wayback
San Roque,2025-12-13T08:00,277.3,-0.36,280.0,-2.7,276.09,1.21,,,,,2025-12-13T07:48:46,wayback
San Roque,2025-12-28T08:00,273.22,-0.25,280.0,-6.78,274.84,-1.62,,,,,2025-12-29T23:18:31,wayback
San Roque,2025-12-29T08:00,272.97,-0.25,280.0,-7.03,274.75,-1.78,,,,,2025-12-29T23:18:31,wayback
San Roque,2026-01-22T08:00,265.06,-0.43,280.0,-14.94,267.66,-2.6,,,,,2026-01-23T20:25:02,wayback
San Roque,2026-01-23T08:00,264.63,-0.43,280.0,-15.37,267.33,-2.7,,,,,2026-01-23T20:25:02,wayback
San Roque,2026-02-05T08:00,259.94,-0.42,280.0,-20.06,262.56,-2.62,,,,,2026-02-06T12:00:54,wayback
San Roque,2026-02-06T08:00,259.52,-0.42,280.0,-20.48,262.1,-2.58,,,,,2026-02-06T12:00:54,wayback
San Roque,2026-02-11T08:00,257.82,-0.39,280.0,-22.18,259.79,-1.97,,,,,2026-02-12T00:40:01,wayback
San Roque,2026-02-12T08:00,257.43,-0.39,280.0,-22.57,259.33,-1.9,,,,,2026-02-12T00:40:01,wayback
San Roque,2026-02-21T08:00,253.37,-0.55,280.0,-26.63,255.19,-1.82,,,,,2026-02-22T13:27:52,wayback
San Roque,2026-02-22T08:00,252.82,-0.55,280.0,-27.18,254.73,-1.91,,,,,2026-02-22T13:27:52,wayback
San Roque,2026-02-23T08:00,252.26,-0.58,280.0,-27.74,254.26,-2.0,,,,,2026-02-24T12:35:24,wayback
San Roque,2026-02-24T08:00,251.68,-0.58,280.0,-28.32,253.8,-2.12,,,,,2026-02-24T12:35:24,wayback
San Roque,2026-04-11T08:00,236.24,-0.25,280.0,-43.76,242.03,-5.79,,,,,2026-04-12T05:29:07,wayback
San Roque,2026-04-12T08:00,235.99,-0.25,280.0,-44.01,241.87,-5.88,,,,,2026-04-12T05:29:07,wayback
San Roque,2026-04-21T08:00,234.12,-0.2,280.0,-45.88,240.37,-6.25,,,,,2026-04-22T05:05:41,wayback
San Roque,2026-04-22T08:00,233.92,-0.2,280.0,-46.08,240.2,-6.28,,,,,2026-04-22T05:05:41,wayback
San Roque,2026-05-05T08:00,230.98,-0.23,280.0,-49.02,237.96,-6.98,,,,,2026-05-06T05:06:33,wayback
San Roque,2026-05-06T08:00,230.75,-0.23,280.0,-49.25,237.78,-7.03,,,,,2026-05-06T05:06:33,wayback
San Roque,2026-05-23T08:00,226.87,-0.19,280.0,-53.13,234.65,-7.78,,,,,2026-05-24T07:14:32,wayback
San Roque,2026-05-24T08:00,226.68,-0.19,280.0,-53.32,234.47,-7.79,,,,,2026-05-24T07:14:32,wayback
San Roque,2026-05-26T08:00,225.99,-0.27,280.0,-54.01,234.1,-8.11,,,,,2026-05-27T15:50:34,wayback
San Roque,2026-05-27T08:00,225.72,-0.27,280.0,-54.28,234.1,-8.38,,,,,2026-05-27T15:50:34,wayback
San Roque,2026-06-29T08:00,230.4,-0.22,280.0,-49.6,235.15,-4.75,,,,,2026-06-30T16:47:24,wayback
San Roque,2026-06-30T08:00,230.18,-0.22,280.0,-49.82,235.22,-5.04,,,,,2026-06-30T16:47:24,wayback
San Roque,2026-07-27T08:00,226.99,-0.16,280.0,-53.01,238.15,-11.16,,,,,2026-07-28T09:06:38,wayback
San Roque,2026-07-28T08:00,226.83,-0.16,280.0,-53.17,238.26,-11.43,,,,,2026-07-28T09:06:38,wayback
San Roque,2026-08-06T08:00,228.06,1.96,280.0,-51.94,241.1,-13.04,,,,,2026-08-07T13:44:27,live
San Roque,2026-08-07T08:00,230.02,1.96,280.0,-49.98,241.58,-11.56,,,,,2026-08-07T13:44:27,live
San Roque,2026-08-08T08:00,233.62,6.1,280.0,-46.38,242.06,-8.44,,,,,2026-08-09T16:37:07,live
San Roque,2026-08-09T08:00,239.72,6.1,280.0,-40.28,242.55,-2.83,,,,,2026-08-09T16:37:07,live
San Roque,2026-08-10T08:00,254.77,15.05,280.0,-25.23,243.03,11.74,,,,,2026-08-10T15:39:46,live
San Roque,2026-08-11T08:00,260.34,5.57,280.0,-19.66,243.51,16.83,,,,,2026-08-11T02:35:10,live
San Roque,2026-08-12T08:00,263.17,2.83,280.0,-16.83,243.99,19.18,,,,,2026-08-12T03:04:55,live
San Roque,2026-08-13T08:00,264.95,1.78,280.0,-15.05,244.47,20.48,,,,,2026-08-13T03:08:06,live
San Roque,2026-08-14T08:00,266.2,1.25,280.0,-13.8,244.95,21.25,,,,,2026-08-14T03:06:17,live
